CODE;PRODUCTO;TIPO_CARROCERIA;COMBUSTIBLE;Potencia_;TRANS;FORMA_PAGO;ESTADO_CIVIL;GENERO;OcupaciOn;PROVINCIA;Campanna1;Campanna2;Campanna3;Zona _Renta;REV_Garantia;Averia_grave;QUEJA_CAC;COSTE_VENTA;km_anno;Revisiones;Edad Cliente
CLIN158;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Barcelona;NO;NO;SI;NA;NO DATA;No;NO;2429;0;1;32
CLIN159;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;No;NO;2257;0;1;27
CLIN160;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;NO;1541;17618;1;37
CLIN161;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Madrid;SI;NO;SI;Medio;NO DATA;No;NO;2429;0;1;28
CLIN162;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;SI;No;NO;2312;34565;2;52
CLIN163;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Toledo;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1541;0;1;32
CLIN164;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Badajoz;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;3599;0;1;32
CLIN165;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;No;NO;3621;0;2;31
CLIN166;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Madrid;SI;NO;NO;Alto;SI;No;NO;3599;36330;0;59
CLIN167;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Zaragoza;SI;NO;NO;Medio;NO DATA;No;NO;2257;0;1;30
CLIN168;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Santa Cruz de Tenerife;SI;NO;NO;Medio;NO DATA;No;NO;2990;0;0;22
CLIN169;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Barcelona;NO;NO;SI;NA;NO DATA;No;NO;2429;0;1;31
CLIN170;A;TIPO1;FUEL 1;Baja;M;Contado;OTROS;F;Empresa;Madrid;NO;NO;NO;NA;NO DATA;No;NO;1781;0;1;25
CLIN171;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;EN PAREJA;M;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;No;NO;2257;0;1;32
CLIN172;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;SI;No;NO;2257;20837;1;29
CLIN173;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;1781;0;2;32
CLIN174;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;No;NO;2257;0;2;18
CLIN175;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Alava;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;1541;0;1;26
CLIN176;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;SI;Alto;NO DATA;No;NO;3239;0;2;21
CLIN177;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Badajoz;NO;NO;NO;Medio;NO DATA;No;NO;1541;0;2;27
CLIN178;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Granada;NO;NO;NO;Alto;NO DATA;No;NO;1541;0;2;21
CLIN179;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Teruel;SI;NO;NO;Alto;NO DATA;No;NO;3239;0;1;19
CLIN180;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;SI;Medio;NO DATA;No;NO;3239;0;2;30
CLIN181;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Funcionario;Barcelona;SI;NO;SI;Medio-Bajo;NO DATA;No;NO;1541;0;1;22
CLIN182;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;M;Autonomo;Alicante;NO;NO;NO;Medio;NO DATA;No;NO;1781;0;2;18
CLIN183;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Las Palmas;NO;NO;NO;NA;NO DATA;No;NO;2275;0;1;31
CLIN184;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;1875;0;2;21
CLIN185;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;1541;0;1;25
CLIN186;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;2905;0;2;27
CLIN187;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Cantabria;NO;NO;NO;Alto;NO DATA;No;NO;2905;0;1;28
CLIN188;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;NO;NO;SI;Alto;NO DATA;No;SI;2429;0;2;19
CLIN189;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;M;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;3239;20771;1;27
CLIN190;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;1781;0;1;23
CLIN191;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Funcionario;Segovia;NO;NO;NO;Alto;NO DATA;No;NO;1781;0;0;25
CLIN192;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;M;Empresa;Palencia;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1541;0;1;20
CLIN193;A;TIPO1;FUEL 1;Baja;M;Otros;OTROS;F;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;1541;0;1;22
CLIN194;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;NO;NO;SI;Medio;NO DATA;No;NO;2429;0;1;31
CLIN195;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Sevilla;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;2257;0;1;20
CLIN196;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;No;NO;3239;0;1;30
CLIN197;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Alava;NO;NO;SI;NA;NO DATA;No;NO;2429;0;0;30
CLIN198;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Tarragona;NO;NO;NO;Alto;NO DATA;No;NO;1541;0;2;20
CLIN199;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Valencia;SI;NO;NO;Alto;SI;No;NO;2257;27638;1;51
CLIN200;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;M;Empresa;Huelva;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1781;0;1;20
CLIN201;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Pontevedra;SI;NO;NO;Medio;NO DATA;No;NO;4312;0;1;19
CLIN202;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;No;NO;3599;0;2;20
CLIN203;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Las Palmas;NO;NO;NO;Alto;NO DATA;No;NO;2036;0;1;28
CLIN204;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;F;Empresa;Las Palmas;NO;NO;NO;Alto;NO DATA;No;NO;2275;0;1;23
CLIN205;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Santa Cruz de Tenerife;SI;NO;NO;Medio;NO DATA;No;NO;2751;0;1;32
CLIN206;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Lugo;NO;NO;NO;NA;NO DATA;No;NO;1781;0;0;23
CLIN207;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;No;NO;2495;0;1;22
CLIN208;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;EN PAREJA;M;Empresa;Barcelona;NO;NO;SI;NA;NO DATA;Averia muy grave;SI;2429;0;1;32
CLIN209;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;SI;Medio;NO DATA;No;SI;4572;0;2;27
CLIN210;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;No;NO;2495;0;1;25
CLIN211;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;1541;0;1;19
CLIN212;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;NO DATA;No;NO;2495;0;1;32
CLIN213;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;NO;NO;SI;NA;NO DATA;No;NO;2429;0;0;22
CLIN214;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;Averia leve;NO;5286;0;1;19
CLIN215;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Barcelona;NO;NO;SI;Medio-Bajo;NO DATA;Averia muy grave;SI;2429;0;1;21
CLIN216;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Lacoruna;SI;NO;NO;Medio;NO DATA;Averia grave;SI;4670;0;1;20
CLIN217;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;No;NO;2495;28396;1;44
CLIN218;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;No;SI;4312;0;1;18
CLIN219;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Santa Cruz de Tenerife;SI;NO;NO;Alto;NO DATA;No;NO;4340;0;1;19
CLIN220;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;OTROS;F;Empresa;Santa Cruz de Tenerife;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;2924;0;1;31
CLIN221;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Navarra;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;2429;0;1;28
CLIN222;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Lacoruna;SI;NO;NO;Alto;NO DATA;No;NO;2495;0;2;29
CLIN223;A;TIPO1;FUEL 1;Baja;M;Financiera Banco;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;1541;0;1;31
CLIN224;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Murcia;NO;NO;SI;NA;NO DATA;No;NO;3048;0;1;30
CLIN225;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Gerona;SI;NO;NO;Alto;NO DATA;No;NO;1781;0;1;25
CLIN226;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;No;NO;2257;0;1;24
CLIN227;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;SI;NA;NO DATA;No;NO;1781;0;1;27
CLIN228;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;SI;Medio;NO DATA;No;NO;1781;0;1;31
CLIN229;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Vizcaya;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1781;0;1;18
CLIN230;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Asturias;SI;NO;SI;Alto;NO DATA;No;NO;2671;0;0;32
CLIN231;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Madrid;SI;NO;SI;NA;NO DATA;No;NO;1541;0;2;18
CLIN232;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Alava;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;4670;0;1;19
CLIN233;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Santa Cruz de Tenerife;SI;NO;SI;Medio-Bajo;NO DATA;No;NO;2275;0;1;23
CLIN234;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Cordoba;NO;NO;NO;Medio;NO DATA;No;NO;1781;0;2;29
CLIN235;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Santa Cruz de Tenerife;NO;NO;SI;NA;NO DATA;No;NO;2924;0;1;28
CLIN236;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Madrid;NO;NO;SI;Medio;NO DATA;No;NO;2429;0;2;20
CLIN237;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;Averia leve;NO;1781;0;2;18
CLIN238;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;M;Empresa;Santa Cruz de Tenerife;NO;NO;NO;NA;NO DATA;No;NO;2275;0;0;29
CLIN239;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Alicante;SI;NO;NO;NA;NO DATA;No;NO;2495;0;2;28
CLIN240;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Funcionario;Castellon;SI;NO;SI;Medio;NO DATA;No;NO;3599;0;1;20
CLIN241;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;SI;NA;NO DATA;No;NO;2671;0;1;27
CLIN242;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;NO;NO;SI;Alto;NO DATA;No;NO;2429;0;1;30
CLIN243;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;1781;0;1;27
CLIN244;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Barcelona;SI;NO;NO;Medio;NO DATA;No;NO;4670;0;1;22
CLIN245;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;NA;NO DATA;No;NO;1781;0;1;27
CLIN246;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Navarra;NO;NO;SI;Alto;NO DATA;No;NO;2429;0;1;18
CLIN247;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Madrid;NO;NO;SI;Alto;NO DATA;No;NO;2429;0;1;24
CLIN248;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;SI;Alto;NO DATA;No;SI;4572;0;1;21
CLIN249;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Funcionario;Madrid;SI;NO;NO;Alto;NO DATA;No;NO;3599;0;2;20
CLIN250;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Tarragona;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;2429;0;1;20
CLIN251;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Murcia;SI;NO;SI;Medio;NO DATA;Averia muy grave;SI;3239;0;2;20
CLIN252;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;M;Empresa;Huelva;NO;NO;NO;Alto;NO DATA;No;NO;1781;0;2;30
CLIN253;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;No;NO;2257;0;1;18
CLIN254;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Santa Cruz de Tenerife;NO;NO;SI;NA;NO DATA;No;NO;2924;0;1;27
CLIN255;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Funcionario;Santa Cruz de Tenerife;NO;NO;SI;NA;NO DATA;No;NO;2924;0;2;20
CLIN256;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;1781;0;1;32
CLIN257;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Guadalajara;NO;NO;SI;Alto;NO DATA;No;NO;2429;0;1;21
CLIN258;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Vizcaya;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;4670;0;2;21
CLIN259;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Autonomo;Alicante;NO;NO;NO;NA;NO DATA;No;NO;1781;0;0;18
CLIN260;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Malaga;SI;NO;NO;Alto;NO DATA;No;NO;4670;0;1;31
CLIN261;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Barcelona;SI;NO;SI;NA;NO DATA;No;NO;2429;0;0;29
CLIN262;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;M;Empresa;Malaga;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1781;0;2;28
CLIN263;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;M;Empresa;Las Palmas;NO;NO;NO;Alto;NO DATA;No;NO;2275;0;0;32
CLIN264;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Cantabria;NO;NO;SI;Alto;NO DATA;No;NO;2429;0;1;22
CLIN265;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;M;Empresa;Leon;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;3599;0;1;26
CLIN266;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Alava;SI;NO;NO;Medio;NO DATA;Averia muy grave;SI;2495;0;1;24
CLIN267;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Cordoba;NO;NO;SI;NA;NO DATA;No;NO;2671;0;0;22
CLIN268;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Valencia;NO;NO;SI;Medio;NO DATA;No;NO;2429;0;1;21
CLIN269;A;TIPO1;FUEL 1;Baja;M;Financiera Banco;SOLTERO;F;Empresa;Salamanca;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1781;0;1;26
CLIN270;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;OTROS;F;Empresa;Pontevedra;SI;NO;SI;Alto;NO DATA;No;NO;2429;0;0;19
CLIN271;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Alicante;SI;NO;SI;Medio-Bajo;NO DATA;No;NO;1781;0;1;24
CLIN272;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Valencia;NO;NO;SI;Alto;NO DATA;No;NO;2429;0;2;32
CLIN273;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;NA;NO DATA;No;NO;1781;0;1;32
CLIN274;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;SI;Alto;NO DATA;No;NO;4572;0;2;28
CLIN275;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Granada;NO;NO;SI;NA;NO DATA;No;NO;2429;0;1;29
CLIN276;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Madrid;NO;NO;SI;NA;NO DATA;No;NO;2429;0;0;20
CLIN277;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Valencia;NO;NO;SI;Alto;NO DATA;No;NO;2429;0;0;26
CLIN278;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Alicante;NO;NO;SI;NA;NO DATA;No;NO;2429;0;1;24
CLIN279;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;NA;NO DATA;No;NO;1781;0;1;26
CLIN280;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Guadalajara;SI;NO;SI;NA;NO DATA;No;NO;1781;0;1;32
CLIN281;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Granada;NO;NO;NO;NA;NO DATA;No;NO;1781;0;1;31
CLIN282;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;SI;Alto;NO DATA;No;NO;2429;0;2;30
CLIN283;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Alicante;SI;NO;SI;Medio;NO DATA;No;NO;2429;0;1;22
CLIN284;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;SI;NA;NO DATA;No;NO;1781;0;1;19
CLIN285;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Valencia;SI;NO;SI;Medio-Bajo;NO DATA;No;NO;1781;0;2;29
CLIN286;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;F;Empresa;Valencia;NO;NO;NO;NA;NO DATA;No;NO;1781;0;1;31
CLIN287;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Sevilla;NO;NO;NO;NA;NO DATA;No;NO;1781;0;0;25
CLIN288;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Madrid;NO;NO;SI;NA;NO DATA;No;NO;2429;0;1;23
CLIN289;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;F;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;1781;0;0;32
CLIN290;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Barcelona;NO;NO;SI;Medio;NO DATA;No;NO;2429;0;1;28
CLIN291;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;M;Empresa;Lacoruna;NO;NO;SI;NA;NO DATA;No;NO;2671;0;0;31
CLIN292;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Madrid;NO;NO;NO;NA;NO DATA;No;NO;1781;0;0;20
CLIN293;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Valencia;NO;NO;SI;NA;NO DATA;No;NO;2429;0;1;24
CLIN294;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;M;Empresa;Alicante;NO;NO;SI;NA;NO DATA;No;NO;2671;0;1;22
CLIN295;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Valencia;NO;NO;SI;NA;NO DATA;No;NO;2671;0;0;19
CLIN296;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Valencia;NO;NO;SI;NA;NO DATA;No;NO;2671;0;1;20
CLIN297;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Funcionario;Madrid;NO;NO;SI;NA;NO DATA;No;NO;2429;0;0;19
CLIN298;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Barcelona;NO;NO;SI;NA;NO DATA;No;NO;2429;0;1;32
CLIN299;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Pontevedra;NO;NO;NO;NA;NO DATA;No;NO;1781;0;2;20
CLIN300;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Cordoba;NO;NO;NO;NA;NO DATA;No;NO;1781;0;1;21
CLIN301;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Burgos;NO;NO;NO;NA;NO DATA;No;NO;1781;0;1;18
CLIN302;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Salamanca;NO;NO;SI;NA;NO DATA;No;NO;2671;0;1;20
CLIN303;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Lacoruna;NO;NO;SI;NA;NO DATA;No;NO;2429;0;2;24
CLIN304;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Navarra;NO;NO;SI;NA;NO DATA;No;NO;2429;0;1;26
CLIN305;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Valencia;NO;NO;NO;NA;NO DATA;No;SI;1781;0;1;18
CLIN306;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Barcelona;NO;NO;SI;NA;NO DATA;No;NO;3644;0;1;31
CLIN307;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Valencia;NO;NO;SI;NA;NO DATA;No;NO;2429;0;1;31
CLIN308;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;F;Empresa;Barcelona;NO;NO;SI;NA;NO DATA;No;NO;2671;0;1;29
CLIN309;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;F;Funcionario;Santa Cruz de Tenerife;NO;NO;NO;NA;NO DATA;No;NO;2275;0;1;23
CLIN310;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Baleares;SI;NO;NO;NA;NO DATA;No;NO;1781;0;1;24
CLIN311;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;SI;NA;NO DATA;No;NO;2671;0;1;31
CLIN312;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Asturias;NO;NO;SI;NA;NO DATA;No;NO;2429;0;1;18
CLIN313;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Barcelona;NO;NO;SI;NA;NO DATA;No;NO;2429;0;1;29
CLIN314;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Alicante;NO;NO;SI;NA;NO DATA;No;NO;2429;0;1;24
CLIN315;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Lerida;NO;NO;NO;NA;NO DATA;No;NO;1781;0;1;25
CLIN316;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Madrid;NO;NO;SI;NA;NO DATA;No;NO;2429;0;1;24
CLIN317;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Granada;NO;NO;NO;NA;NO DATA;No;NO;1781;0;1;22
CLIN318;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;SI;NA;NO DATA;No;NO;2671;0;0;30
CLIN319;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Madrid;NO;NO;SI;NA;NO DATA;No;NO;2429;0;1;32
