CODE;PRODUCTO;TIPO_CARROCERIA;COMBUSTIBLE;Potencia_;TRANS;FORMA_PAGO;ESTADO_CIVIL;GENERO;OcupaciOn;PROVINCIA;Campanna1;Campanna2;Campanna3;Zona _Renta;REV_Garantia;Averia_grave;QUEJA_CAC;COSTE_VENTA;km_anno;Revisiones;Edad Cliente
CLIN13799;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Asturias;NO;NO;NO;NA;NO DATA;No;NO;2048;0;1;29
CLIN13800;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;NA;NO DATA;No;NO;2048;0;1;70
CLIN13801;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;SI;NA;NO DATA;No;NO;2048;0;1;68
CLIN13802;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Zaragoza;NO;NO;SI;NA;NO DATA;No;NO;2883;0;1;27
CLIN13803;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Guipuzcua;NO;NO;SI;NA;NO DATA;No;NO;2883;0;1;27
CLIN13804;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;SI;NA;NO DATA;No;SI;3072;0;1;48
CLIN13805;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Baleares;SI;NO;NO;NA;NO DATA;No;NO;2048;0;0;68
CLIN13806;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Baleares;SI;NO;SI;NA;NO DATA;No;NO;2048;0;1;23
CLIN13807;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;NA;NO DATA;No;NO;2048;0;1;67
CLIN13808;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Ciudad Real;NO;NO;SI;NA;NO DATA;No;SI;3072;0;1;65
CLIN13809;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;SI;NA;NO DATA;No;NO;2048;0;0;71
CLIN13810;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;SOLTERO;M;Empresa;Burgos;NO;NO;SI;NA;NO DATA;No;NO;3398;0;1;42
CLIN13811;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Sevilla;SI;NO;NO;NA;NO DATA;No;NO;2048;0;1;41
CLIN13812;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;SI;NA;NO DATA;No;NO;2883;0;1;55
CLIN13813;I;TIPO7;FUEL 1;Alta;A;Financiera Banco;CASADO;M;Empresa;Barcelona;NO;SI;NO;Otros;NO DATA;Averia muy grave;SI;841;10672;4;62
CLIN13814;I;TIPO7;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Zaragoza;SI;SI;NO;Alto;SI;Averia grave;SI;841;26593;2;60
CLIN13815;I;TIPO7;FUEL 2;Media;M;Contado;SOLTERO;F;Empresa;Madrid;NO;NO;NO;Alto;SI;Averia leve;NO;0;24381;4;51
CLIN13816;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Lerida;SI;NO;NO;Alto;SI;Averia muy grave;SI;1230;15574;4;52
CLIN13817;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Zaragoza;NO;NO;NO;Alto;SI;Averia muy grave;SI;1230;15787;4;39
CLIN13818;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;SI;Averia grave;SI;4596;20047;4;59
CLIN13819;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Vizcaya;NO;NO;NO;Alto;SI;Averia muy grave;SI;2048;24215;3;54
CLIN13820;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Zaragoza;SI;NO;NO;Medio;SI;Averia leve;NO;3054;18872;1;48
CLIN13821;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Autonomo;Sevilla;SI;NO;SI;Medio-Bajo;SI;Averia muy grave;SI;2048;19958;2;40
CLIN13822;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Vizcaya;SI;NO;NO;Medio;SI;Averia muy grave;SI;3054;14815;2;61
CLIN13823;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio;SI;Averia leve;NO;2048;17887;2;37
CLIN13824;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Zaragoza;NO;NO;NO;Medio;SI;Averia leve;NO;2048;11865;3;47
CLIN13825;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Autonomo;Lugo;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;2048;17868;2;52
CLIN13826;I;TIPO7;FUEL 2;Media;M;Financiera Banco;CASADO;M;Empresa;Huelva;NO;SI;NO;Medio-Bajo;SI;Averia muy grave;SI;2048;10747;2;42
CLIN13827;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Asturias;NO;NO;NO;Medio-Bajo;SI;Averia leve;NO;2048;12069;2;60
CLIN13828;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;F;Autonomo;Madrid;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;4581;34157;4;40
CLIN13829;I;TIPO7;FUEL 2;Media;M;Financiera Marca;SOLTERO;F;Funcionario;Malaga;SI;NO;NO;Alto;SI;Averia leve;NO;3054;27188;1;45
CLIN13830;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Navarra;SI;NO;SI;Medio;SI;No;NO;2048;20613;2;60
CLIN13831;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;NO;4581;107229;2;47
CLIN13832;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Asturias;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;2048;0;2;43
CLIN13833;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;SI;No;NO;3054;18695;2;62
CLIN13834;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Lerida;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;2048;0;2;43
CLIN13835;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Alava;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;3054;0;1;65
CLIN13836;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Valencia;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;2048;0;2;68
CLIN13837;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Valladolid;NO;NO;SI;NA;NO DATA;No;NO;2883;0;0;28
CLIN13838;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Guipuzcua;NO;NO;NO;NA;NO DATA;No;NO;2048;0;1;68
CLIN13839;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Alicante;NO;NO;NO;NA;NO DATA;No;NO;2048;0;1;68
CLIN13840;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Alava;SI;NO;SI;NA;NO DATA;No;NO;2048;0;1;68
CLIN13841;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Cantabria;NO;NO;NO;NA;NO DATA;No;NO;2048;0;1;44
CLIN13842;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;F;Empresa;Baleares;SI;SI;NO;Alto;SI;Averia muy grave;SI;0;8926;4;46
CLIN13843;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia muy grave;SI;1230;14366;3;56
CLIN13844;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Palencia;SI;NO;NO;Medio-Bajo;SI;Averia leve;SI;1846;38909;2;42
CLIN13845;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;F;Empresa;Albacete;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;1230;13789;3;49
CLIN13846;I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;M;Empresa;Sevilla;NO;NO;NO;Medio;SI;Averia grave;SI;2446;20024;4;46
CLIN13847;I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;F;Empresa;Melilla;SI;NO;NO;NA;SI;Averia grave;NO;4897;32623;0;62
CLIN13848;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Malaga;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;2048;0;1;35
CLIN13849;I;TIPO7;FUEL 2;Media;A;Financiera Marca;SOLTERO;M;Empresa;Madrid;SI;NO;SI;NA;NO DATA;No;NO;2048;0;1;61
CLIN13850;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Jaen;NO;NO;NO;NA;NO DATA;No;NO;2048;0;0;68
CLIN13851;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Barcelona;SI;SI;NO;Alto;SI;Averia muy grave;SI;0;8011;4;38
CLIN13852;I;TIPO7;FUEL 2;Alta;A;Financiera Banco;CASADO;M;Empresa;Valladolid;NO;NO;NO;Alto;NO DATA;Averia grave;NO;1230;17917;4;55
CLIN13853;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Tarragona;NO;SI;NO;Medio-Bajo;SI;Averia muy grave;SI;2773;15205;2;51
CLIN13854;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Las Palmas;SI;NO;NO;NA;SI;Averia grave;SI;3265;14269;2;39
CLIN13855;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia leve;NO;2048;8209;1;55
CLIN13856;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Valencia;SI;NO;NO;Alto;NO DATA;Averia grave;NO;2048;0;2;60
CLIN13857;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;SI;Medio-Bajo;SI;Averia muy grave;SI;2048;16710;2;57
CLIN13858;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;SOLTERO;M;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia leve;NO;5508;22020;2;46
CLIN13859;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;SI;No;NO;2048;8937;1;49
CLIN13860;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Valencia;SI;NO;NO;Medio;SI;No;NO;3054;10481;1;38
CLIN13861;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;F;Empresa;Granada;NO;NO;NO;Medio;NO DATA;No;NO;2048;0;2;62
CLIN13862;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;2048;0;1;48
CLIN13863;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Valencia;NO;NO;SI;Medio;NO DATA;No;NO;2883;0;1;48
CLIN13864;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Vizcaya;NO;NO;NO;NA;NO DATA;Averia grave;NO;2048;0;0;62
CLIN13865;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Autonomo;Leon;NO;NO;NO;Medio;SI;No;SI;3072;45251;2;51
CLIN13866;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Valencia;SI;NO;NO;NA;NO DATA;No;NO;2048;0;0;34
CLIN13867;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Navarra;SI;NO;SI;NA;NO DATA;No;NO;2048;0;1;42
CLIN13868;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Murcia;NO;NO;SI;NA;NO DATA;No;NO;2883;0;1;48
CLIN13869;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Cantabria;SI;NO;SI;NA;NO DATA;No;NO;2883;0;0;34
CLIN13870;I;TIPO7;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;3883;0;2;60
CLIN13871;I;TIPO7;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;No;NO;4000;0;2;29
CLIN13872;I;TIPO7;FUEL 1;Alta;A;Contado;SOLTERO;M;Empresa;Vizcaya;SI;NO;NO;Medio;NO DATA;No;NO;4000;0;2;31
CLIN13873;I;TIPO7;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Madrid;SI;NO;SI;NA;NO DATA;No;NO;4000;0;1;71
CLIN13874;I;TIPO7;FUEL 1;Alta;A;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;NA;NO DATA;No;NO;2048;0;1;49
CLIN13875;I;TIPO7;FUEL 1;Alta;A;Financiera Marca;CASADO;M;Empresa;Guipuzcua;NO;NO;SI;NA;NO DATA;No;NO;2883;0;1;37
CLIN13876;E;TIPO2;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Valencia;SI;SI;NO;Alto;NO DATA;No;NO;4470;4719;9;47
CLIN13877;E;TIPO2;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Las Palmas;NO;NO;NO;Alto;NO DATA;No;NO;1408;19520;7;43
CLIN13878;E;TIPO2;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Sevilla;NO;NO;NO;Alto;NO DATA;No;NO;4470;6273;5;56
CLIN13879;E;TIPO2;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;2554;6940;8;28
CLIN13880;E;TIPO2;FUEL 1;Media;M;Contado;SOLTERO;F;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;2048;4662;7;55
CLIN13881;E;TIPO2;FUEL 1;Media;M;Contado;SOLTERO;F;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;3227;5557;7;58
CLIN13882;E;TIPO2;FUEL 1;Media;M;Otros;CASADO;F;Empresa;Madrid;NO;NO;NO;Alto;SI;No;NO;3368;26481;4;41
CLIN13883;E;TIPO2;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;1236;13493;8;49
CLIN13884;E;TIPO2;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;4259;9929;5;47
CLIN13885;E;TIPO2;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Asturias;NO;NO;NO;Alto;NO DATA;No;NO;5905;9443;7;47
CLIN13886;E;TIPO2;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Barcelona;SI;NO;NO;Medio;NO DATA;No;NO;3317;10142;9;37
CLIN13887;E;TIPO2;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;No;NO;3039;9069;4;44
CLIN13888;E;TIPO2;FUEL 1;Media;M;Financiera Banco;CASADO;F;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;Averia grave;NO;6009;12435;3;48
CLIN13889;E;TIPO2;FUEL 1;Media;M;Contado;CASADO;M;Autonomo;Madrid;SI;NO;NO;Alto;SI;Averia leve;NO;3388;22312;6;49
CLIN13890;E;TIPO2;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Valencia;SI;NO;NO;NA;SI;No;NO;3872;13708;4;44
CLIN13891;E;TIPO2;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Asturias;NO;NO;NO;NA;NO DATA;No;NO;3153;0;4;32
CLIN13892;E;TIPO2;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Murcia;NO;NO;NO;Medio;SI;No;NO;4369;8226;4;50
CLIN13893;E;TIPO2;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;NO;5657;12231;2;49
CLIN13894;E;TIPO2;FUEL 1;Media;M;Financiera Marca;CASADO;M;Funcionario;Las Palmas;SI;NO;NO;Alto;SI;Averia muy grave;SI;4159;6683;1;60
CLIN13895;E;TIPO2;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Guipuzcua;NO;NO;SI;NA;NO DATA;No;NO;2608;0;1;35
CLIN13896;E;TIPO2;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Malaga;SI;NO;NO;NA;NO DATA;No;NO;1641;0;1;58
CLIN13897;E;TIPO2;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;NA;NO DATA;No;NO;1641;0;1;31
CLIN13898;E;TIPO2;FUEL 1;Alta;M;Financiera Marca;SOLTERO;M;Empresa;Madrid;SI;NO;SI;NA;NO DATA;No;NO;1641;0;1;47
CLIN13899;E;TIPO2;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Medio;NO DATA;No;NO;1641;0;0;30
CLIN13900;E;TIPO2;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Navarra;SI;NO;NO;Medio;SI;No;NO;2461;37439;2;42
CLIN13901;K;TIPO7;FUEL 1;Alta;A;Contado;;;Empresa;Jaen;SI;NO;NO;Medio;NO DATA;Averia muy grave;SI;0;50388;10;39
CLIN13902;K;TIPO7;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Cantabria;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;0;0;4;24
CLIN13903;K;TIPO7;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Baleares;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;0;0;2;37
CLIN13904;K;TIPO7;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Baleares;NO;NO;NO;Medio;SI;No;NO;0;27612;0;54
CLIN13905;G;TIPO5;FUEL 2;Media;M;Contado;CASADO;M;Autonomo;Ciudad Real;SI;NO;NO;Medio-Bajo;SI;No;SI;4238;54031;2;43
CLIN13906;G;TIPO5;FUEL 2;Media;M;Contado;;;Empresa;Lacoruna;SI;NO;NO;NA;SI;No;NO;5100;41286;7;59
CLIN13907;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;F;Funcionario;Huesca;SI;NO;NO;Medio-Bajo;NO DATA;Averia grave;NO;4004;10029;6;54
CLIN13908;B;TIPO6;FUEL 1;Media;A;Contado;CASADO;M;Empresa;Cadiz;SI;NO;NO;Alto;NO DATA;Averia muy grave;SI;2981;9173;7;56
CLIN13909;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Navarra;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;5090;8404;4;38
CLIN13910;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Burgos;SI;NO;NO;Alto;SI;Averia grave;NO;4987;18004;5;50
CLIN13911;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Jaen;SI;NO;NO;Alto;NO DATA;Averia grave;NO;5492;10219;9;54
CLIN13912;B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;F;Funcionario;Madrid;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;5090;10794;4;67
CLIN13913;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Orense;NO;NO;NO;NA;NO DATA;Averia muy grave;SI;4519;8633;8;44
CLIN13914;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;F;Empresa;Leon;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;5068;21271;9;42
CLIN13915;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Murcia;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;2458;9736;9;42
CLIN13916;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;6695;18627;6;43
CLIN13917;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;F;Empresa;Lugo;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;2209;23750;9;39
CLIN13918;B;TIPO1;FUEL 2;Media;M;Contado;EN PAREJA;F;Funcionario;Barcelona;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;1281;28238;9;48
CLIN13919;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Medio;NO DATA;No;NO;4210;4552;9;50
CLIN13920;B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;F;Funcionario;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;3680;0;6;58
CLIN13921;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Cadiz;SI;NO;NO;Medio-Bajo;NO DATA;Averia grave;SI;2930;12421;9;41
CLIN13922;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Medio-Bajo;SI;Averia grave;NO;2621;20223;7;53
CLIN13923;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;NA;NO DATA;Averia grave;NO;2561;11359;9;56
CLIN13924;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Sevilla;SI;NO;NO;Alto;SI;Averia muy grave;SI;7088;3757;7;44
CLIN13925;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Funcionario;Murcia;NO;NO;NO;NA;NO DATA;Averia muy grave;SI;4548;21182;8;60
CLIN13926;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Cadiz;NO;NO;NO;Alto;SI;Averia muy grave;SI;3798;13252;8;54
CLIN13927;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Sevilla;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;9252;17171;5;24
CLIN13928;B;TIPO1;FUEL 2;Media;M;Otros;;;Empresa;Cordoba;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;5550;10532;7;45
CLIN13929;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;SI;Averia muy grave;SI;3033;20715;7;54
CLIN13930;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Cuenca;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;4342;14949;8;58
CLIN13931;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Malaga;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;2568;19766;8;41
CLIN13932;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Badajoz;NO;NO;NO;Medio-Bajo;NO DATA;Averia grave;NO;6563;21598;7;42
CLIN13933;B;TIPO1;FUEL 2;Media;M;Contado;OTROS;F;Empresa;Valencia;SI;NO;NO;NA;SI;Averia muy grave;SI;2504;28740;6;48
CLIN13934;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Pontevedra;SI;NO;NO;Medio;NO DATA;Averia muy grave;SI;5756;18210;8;46
CLIN13935;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Asturias;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;5234;32804;6;45
CLIN13936;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Tarragona;SI;NO;NO;Medio;SI;Averia grave;SI;2561;7295;6;43
CLIN13937;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;Averia leve;NO;6337;19675;6;42
CLIN13938;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;F;Funcionario;Murcia;NO;SI;NO;Alto;NO DATA;Averia muy grave;SI;7078;8511;6;54
CLIN13939;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;5234;30896;6;51
CLIN13940;B;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;F;Autonomo;Alicante;SI;NO;NO;Alto;NO DATA;No;NO;2157;12013;10;43
CLIN13941;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;No;NO;2569;13292;9;59
CLIN13942;B;TIPO1;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Barcelona;NO;NO;NO;Medio;SI;No;NO;3594;11208;7;54
CLIN13943;B;TIPO1;FUEL 1;Media;M;Contado;;;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;4004;22836;4;37
CLIN13944;B;TIPO1;FUEL 1;Media;M;Financiera Marca;OTROS;F;Empresa;Valencia;NO;NO;NO;Alto;SI;No;NO;2976;8887;7;41
CLIN13945;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Lerida;NO;NO;NO;Medio;NO DATA;No;NO;2773;0;10;37
CLIN13946;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;No;NO;3592;12712;9;46
CLIN13947;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;F;Empresa;Leon;NO;NO;NO;Medio-Bajo;SI;Averia grave;NO;1951;18793;7;64
CLIN13948;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Valencia;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;3697;5095;5;53
CLIN13949;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;No;NO;1496;18761;7;44
CLIN13950;B;TIPO1;FUEL 1;Media;M;Otros;SOLTERO;F;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;3697;6536;9;42
CLIN13951;B;TIPO1;FUEL 1;Media;M;Contado;EN PAREJA;F;Autonomo;Barcelona;NO;NO;NO;Medio;SI;Averia muy grave;SI;3594;13831;9;44
CLIN13952;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;La Rioja;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;4369;0;6;47
CLIN13953;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Lacoruna;NO;NO;NO;Medio;SI;No;NO;2458;5204;4;41
CLIN13954;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;No;NO;4004;4592;6;47
CLIN13955;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Cadiz;NO;NO;NO;Medio-Bajo;NO DATA;No;SI;4107;5503;8;52
CLIN13956;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Baleares;SI;NO;NO;Medio;SI;No;NO;3955;10671;7;42
CLIN13957;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Valladolid;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;8025;5514;4;39
CLIN13958;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;F;Empresa;Granada;NO;NO;NO;Alto;SI;Averia grave;SI;2527;15292;7;39
CLIN13959;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Badajoz;NO;NO;NO;Medio;SI;No;NO;3702;6660;4;44
