CODE,PRODUCTO,TIPO_CARROCERIA,COMBUSTIBLE,Potencia_,TRANS,FORMA_PAGO,ESTADO_CIVIL,GENERO,OcupaciOn,PROVINCIA,Campanna1,Campanna2,Campanna3,Zona _Renta,REV_Garantia,Averia_grave,QUEJA_CAC,EDAD_COCHE,COSTE_VENTA,km_anno,Mas_1_coche,Edad Cliente
17001,0,0,0,1,1,2,0,0,1,48,1,0,0,0,0,3,0,2.16,2015,0,1,21
17112,0,0,0,1,1,0,0,0,1,50,1,0,0,0,1,3,0,2.33,2892,3325,1,47
17223,0,0,0,1,1,2,0,1,1,8,1,0,0,3,1,3,0,2.33,2015,10152,0,31
17334,0,0,0,1,1,0,4,0,1,27,0,0,0,3,0,1,0,2.01,1590,0,0,18
17445,0,0,0,1,1,0,4,0,1,32,1,0,0,0,1,2,1,2.19,2892,12313,1,27
17556,0,0,0,1,1,3,0,1,1,41,0,0,0,2,0,3,0,2.02,1818,0,0,28
17667,0,0,0,1,1,0,0,0,1,19,0,0,0,0,0,2,1,2.09,1376,0,0,26
17779,0,0,0,1,1,3,0,1,1,8,0,0,0,0,1,3,0,2.31,1376,8572,1,41
17890,0,0,0,1,1,2,0,0,1,32,1,0,0,2,0,3,0,2.25,2015,0,0,30
18001,0,0,0,1,1,0,0,1,1,48,0,0,0,2,1,2,1,2.32,1376,28763,0,57
18112,0,0,0,1,1,2,0,0,2,2,1,0,0,3,1,2,1,2.29,2015,3894,0,39
18223,0,0,0,1,1,1,0,1,1,8,0,0,0,0,0,2,1,2.0,2046,0,1,27
18334,0,0,0,1,1,2,0,0,1,39,1,0,1,1,0,3,0,1.88,4082,0,1,21
18445,0,0,0,1,1,2,4,1,1,40,1,0,1,2,0,3,0,1.85,3213,0,1,20
18556,0,0,0,1,1,2,0,0,1,32,1,0,1,1,0,2,1,1.62,1590,0,0,20
18667,0,0,0,1,1,3,0,1,2,22,1,0,0,3,1,2,1,2.3,2892,5487,1,59
18778,0,0,0,1,1,0,0,0,1,32,0,0,0,0,1,1,0,2.31,1376,9466,1,39
18890,0,0,0,1,1,2,0,0,1,47,1,0,0,3,0,0,0,1.93,2228,0,0,24
19001,0,0,0,1,1,3,0,1,1,45,1,0,0,0,1,0,0,2.26,1376,21182,0,58
19112,0,0,0,1,1,0,0,0,1,19,0,0,0,0,1,0,0,2.26,1376,20164,0,62
19223,0,0,0,1,1,2,4,1,1,41,1,0,0,1,0,2,1,1.95,2670,0,0,19
19334,0,0,0,1,1,3,0,1,1,0,0,0,0,1,1,0,0,2.26,2064,34332,1,43
19445,0,0,0,1,1,3,4,1,1,22,0,0,0,1,1,1,0,2.29,1376,20641,0,44
19556,0,0,0,1,1,3,0,1,1,52,0,0,0,3,0,0,0,2.02,1376,0,0,23
19667,0,0,0,1,1,0,4,1,1,8,0,0,0,3,0,3,0,1.99,1590,0,0,31
19778,0,0,0,1,1,2,0,0,1,8,1,0,0,0,0,3,0,1.93,2228,0,0,20
19889,0,0,0,1,1,0,0,1,1,4,1,0,0,0,1,1,0,2.27,2892,6934,1,27
20001,0,0,0,1,1,2,0,1,1,41,1,0,0,0,0,2,1,2.22,4513,0,0,29
20112,0,0,0,1,1,0,4,1,1,8,1,0,0,3,0,1,0,1.91,1590,0,0,31
20223,0,0,0,1,1,2,4,0,1,32,1,0,0,2,0,2,1,2.1,2015,0,0,23
20334,0,0,0,1,1,2,4,0,1,32,1,0,0,0,0,3,0,2.04,3850,0,1,24
20445,0,0,0,1,1,0,0,0,1,32,0,0,0,2,0,3,0,2.32,2594,0,0,30
20556,0,0,0,1,1,0,4,1,1,1,0,0,0,3,0,1,0,2.21,2594,0,0,19
20667,0,0,0,1,1,1,4,1,1,39,1,0,0,2,1,3,1,2.12,2892,21166,1,51
20778,0,0,0,1,1,0,0,1,2,8,0,0,0,1,0,2,1,2.16,1376,0,0,24
20889,0,0,0,1,1,2,0,0,1,32,1,0,1,0,0,3,0,1.98,1590,0,1,26
21000,0,0,0,1,1,2,0,0,1,41,1,0,0,2,0,3,0,2.18,4513,0,1,22
21112,0,0,0,1,1,2,0,0,1,43,1,0,1,1,0,3,1,1.43,1590,0,0,30
21223,0,0,0,1,1,2,0,0,1,43,1,0,1,1,0,2,1,1.43,1590,0,0,30
21334,0,0,0,1,1,2,4,1,1,39,1,0,0,0,1,3,0,2.27,2015,6892,1,49
21445,0,0,0,1,1,2,0,0,1,35,1,0,1,0,0,1,0,2.02,1376,0,1,19
21556,0,0,0,1,1,2,0,0,1,48,1,0,0,3,0,2,1,2.23,1560,0,0,22
21667,0,0,0,1,1,2,0,1,1,32,0,0,1,1,0,1,0,1.73,2169,0,0,21
21778,0,0,0,1,1,3,0,1,0,8,0,0,0,0,0,2,1,2.27,1376,0,0,24
21889,0,0,0,1,1,0,0,1,1,49,0,0,0,0,0,3,1,2.26,1376,0,1,22
22000,0,0,0,1,1,3,0,0,1,41,0,0,0,1,0,3,0,2.24,1818,0,0,28
22111,0,0,0,1,1,2,0,1,1,19,1,0,0,0,0,3,0,2.29,2015,0,0,28
22224,0,0,0,1,1,2,4,0,1,48,1,0,0,2,0,3,0,2.05,2015,0,0,20
22335,0,0,0,1,1,2,0,0,1,48,0,0,1,3,0,3,0,1.85,2169,0,0,32
22446,0,0,0,1,1,2,0,1,1,8,0,0,1,1,0,1,0,1.7,2169,0,0,18
22557,0,0,0,1,1,3,0,0,1,36,1,0,0,0,1,3,0,1.93,3213,45859,1,40
22668,0,0,0,1,1,3,0,0,1,32,0,0,0,2,0,0,0,1.85,1590,0,0,27
22779,0,0,0,1,1,2,0,0,1,50,1,0,0,2,1,3,0,2.27,2015,12996,0,49
22890,0,0,0,1,1,2,0,0,1,8,0,0,0,0,0,3,0,2.29,1376,0,1,32
23001,0,0,0,1,1,0,0,1,1,13,0,0,0,1,0,3,0,1.37,3097,0,0,19
23112,0,0,0,1,1,2,0,0,1,11,0,0,1,1,0,3,0,1.83,0,0,1,25
23223,0,0,0,1,1,2,0,1,1,48,1,0,0,3,0,2,1,1.92,2228,0,0,31
23335,0,0,0,1,1,2,0,1,1,22,1,0,1,3,0,3,0,2.23,2892,0,1,32
23446,0,0,0,1,1,3,0,0,1,52,0,0,0,1,0,3,0,1.62,1590,0,0,27
23557,0,0,0,1,1,2,4,0,1,28,0,0,1,1,0,3,0,1.67,2611,0,0,31
23668,0,0,0,1,1,2,4,0,1,8,1,0,1,1,0,3,0,1.72,1590,0,0,20
23779,0,0,0,1,1,2,0,0,1,45,1,0,0,2,1,3,0,2.28,2015,16886,0,46
23890,0,0,0,1,1,2,0,1,1,7,1,0,1,0,0,3,0,2.18,1376,0,1,30
24001,0,0,0,1,1,0,0,0,1,8,0,0,0,1,0,3,0,1.68,1590,0,0,29
24112,0,0,0,1,1,2,0,1,1,45,1,0,0,1,0,3,0,2.09,2015,0,0,23
24223,0,0,0,1,1,0,0,1,1,1,0,0,1,2,0,3,0,1.79,2385,0,1,20
24334,0,0,0,1,1,0,0,0,1,7,0,0,0,3,0,3,0,2.26,2594,0,1,25
24446,0,0,0,1,1,2,4,1,1,32,1,0,1,0,0,3,0,1.8,4082,0,1,25
24557,0,0,0,1,1,3,4,1,1,33,0,0,0,2,0,3,0,2.08,1376,0,0,26
24668,0,0,0,1,1,2,0,1,1,8,0,0,1,0,0,3,0,1.77,3254,0,1,19
24779,0,0,0,1,1,2,0,1,1,7,1,0,1,1,0,2,1,1.73,2169,0,0,22
24890,0,0,0,1,1,2,0,1,1,32,1,0,1,0,1,3,0,2.06,2594,26134,1,55
25001,0,0,0,1,1,3,0,0,1,8,0,0,0,2,0,3,0,1.84,1590,0,0,24
25112,0,0,0,1,1,3,0,1,1,32,0,0,0,2,0,3,0,2.28,1376,0,0,29
25223,0,0,0,1,1,2,0,0,1,32,0,0,1,0,0,3,0,1.81,2169,0,1,28
25334,0,0,0,1,1,2,3,0,1,29,1,0,0,1,0,3,0,2.21,2015,0,0,21
25445,0,0,0,1,1,2,4,1,1,33,1,0,0,0,0,3,0,2.18,2015,0,1,32
25557,0,0,0,1,1,0,0,1,1,8,0,0,0,3,0,3,0,2.27,2594,0,0,26
25668,0,0,0,1,1,1,0,1,1,8,0,0,0,1,1,3,0,2.23,2594,10337,0,61
25779,0,0,0,1,1,2,4,1,1,13,1,0,0,3,0,3,0,2.0,2228,0,0,19
25890,0,0,0,1,1,2,0,0,1,48,1,0,0,3,0,3,0,2.01,2228,0,0,19
26001,0,0,0,1,1,2,4,0,1,8,0,0,1,0,0,2,1,1.85,2169,0,0,23
26112,0,0,0,1,1,2,0,1,1,11,1,0,0,3,0,3,0,1.94,2228,0,0,29
26223,0,0,0,1,1,0,0,0,1,49,0,0,1,1,0,3,0,1.56,2385,0,1,23
26334,0,0,0,1,1,2,4,0,1,8,1,0,0,3,0,3,0,2.26,2015,0,0,32
26445,0,0,0,1,1,2,0,1,1,32,0,0,1,1,0,3,0,1.74,2169,0,0,20
26556,0,0,0,1,1,2,0,0,1,45,0,0,1,1,0,1,0,1.72,2169,0,0,31
26668,0,0,0,1,1,3,2,1,1,2,1,0,0,1,0,3,1,1.93,3213,0,1,20
26779,0,0,0,1,1,2,0,0,1,12,0,0,1,2,0,3,0,1.78,2169,0,0,26
26890,0,0,0,1,1,2,0,1,1,32,1,0,0,0,1,3,0,2.18,2015,27267,1,40
27001,0,0,0,1,1,0,0,0,1,32,0,0,0,0,0,3,0,2.02,1376,0,1,24
27112,0,0,0,1,1,0,0,0,1,20,0,0,0,0,0,3,0,2.0,1590,0,0,21
27223,0,0,0,1,1,3,0,0,1,50,0,0,0,2,0,3,1,2.26,1376,0,0,32
27334,0,0,0,1,1,3,0,1,1,8,0,0,0,0,0,0,0,2.12,2594,0,1,29
27445,0,0,0,1,1,2,4,1,1,33,1,0,1,0,0,3,0,1.87,4082,0,1,25
27556,0,0,0,1,1,2,4,1,1,41,0,0,1,2,0,3,0,1.87,2611,0,0,25
27667,0,0,0,1,1,2,0,0,1,32,1,0,1,1,0,3,0,1.7,1590,0,0,23
27779,0,0,0,1,1,0,0,1,1,52,0,0,0,2,0,3,0,2.27,2594,0,0,24
27890,0,0,0,1,1,0,0,0,1,30,0,0,0,2,0,3,0,1.99,1590,0,0,31
28001,0,0,0,1,1,2,4,0,1,7,0,0,1,0,0,3,0,1.79,2169,0,0,26
28112,0,0,0,1,1,3,0,1,1,32,0,0,0,0,0,3,0,2.01,1590,0,0,23
28223,0,0,0,1,1,2,4,0,1,2,1,0,0,3,0,2,1,2.29,2015,0,0,21
28334,0,0,0,1,1,2,4,1,1,22,1,0,0,0,1,3,0,2.29,2015,18667,1,49
28445,0,0,0,1,1,1,4,0,1,8,1,0,0,0,0,3,0,2.28,2892,0,1,25
28556,0,0,0,1,1,0,0,1,1,25,1,0,0,3,0,1,0,2.22,2064,0,0,31
28667,0,0,0,1,1,2,0,0,1,7,1,0,1,0,0,3,0,2.05,1376,0,1,18
28778,0,0,0,1,1,1,0,1,1,8,1,0,0,0,1,3,0,2.26,1376,18475,0,37
28890,0,0,0,1,1,2,0,1,1,41,0,0,1,3,0,3,0,1.85,2611,0,0,27
29001,0,0,0,1,1,2,0,1,1,32,1,0,1,2,0,3,0,2.16,1376,0,1,22
29112,0,0,0,1,1,2,4,1,2,41,1,0,0,2,0,3,0,2.26,2456,0,0,18
29223,0,0,0,1,1,2,0,1,1,21,0,0,1,1,0,3,0,1.31,2169,0,0,30
29334,0,0,0,1,1,0,0,1,1,8,0,0,0,1,0,3,0,1.68,1590,0,0,29
29445,0,0,0,1,1,2,4,1,1,37,0,0,1,3,0,3,0,1.8,2169,0,0,25
29556,0,0,0,1,1,0,4,0,1,39,0,0,1,1,0,3,0,1.68,3765,0,1,23
29667,0,0,0,1,1,1,0,1,1,8,0,0,0,2,0,3,0,1.92,1590,0,0,26
29778,0,0,0,1,1,2,0,1,1,47,0,0,1,1,0,1,0,1.49,2169,0,0,23
29889,0,0,0,1,1,0,0,0,1,32,0,0,0,2,0,3,0,2.01,1590,0,0,27
30001,0,0,0,1,1,2,4,0,1,8,0,0,1,1,0,3,0,1.6,2169,0,0,32
30112,0,0,0,1,1,2,0,1,1,32,1,0,1,1,0,3,0,1.61,1958,0,0,19
30223,0,0,0,1,1,2,0,0,1,8,1,0,0,0,0,3,0,2.2,2015,0,0,27
30334,0,0,0,1,1,2,4,0,1,32,1,0,1,2,1,3,0,2.06,3892,30720,1,57
30445,0,0,0,1,1,2,0,1,1,39,0,0,1,1,0,3,0,1.71,2169,0,0,19
30556,0,0,0,1,1,0,0,0,1,6,1,0,0,3,0,3,0,2.08,2892,0,0,28
30667,0,0,0,1,1,2,4,1,1,8,0,0,1,1,0,3,0,1.47,2169,0,0,29
30778,0,0,0,1,1,0,0,1,1,32,0,0,0,0,0,0,0,2.1,1376,0,1,19
30889,0,0,0,1,1,2,0,1,1,32,1,0,1,2,0,3,0,1.9,1590,0,1,28
31000,0,0,0,1,1,0,0,1,1,8,1,0,0,0,1,3,0,2.24,1376,17618,0,37
31112,0,0,0,1,1,0,0,1,1,45,1,0,0,0,0,2,1,1.89,3213,0,1,32
31223,0,0,0,1,1,2,0,0,1,33,1,0,1,1,0,3,0,1.43,2169,0,0,22
31334,0,0,0,1,1,2,0,1,1,8,1,0,0,0,0,2,1,2.26,2015,0,1,32
31445,0,0,0,1,1,2,0,0,1,45,1,0,1,0,0,3,0,1.85,4082,0,1,31
31556,0,0,0,1,1,2,0,1,1,39,0,0,1,3,0,3,0,1.9,2169,0,0,21
31667,0,0,0,1,1,0,0,1,1,4,0,0,0,3,0,3,0,1.85,1590,0,0,20
31778,0,0,0,1,1,2,4,1,1,32,1,0,1,2,0,3,0,1.78,2169,0,1,28
31889,0,0,0,1,1,3,0,1,1,8,0,0,0,0,1,3,0,2.07,2064,34565,1,52
32000,0,0,0,1,1,2,4,0,1,32,1,0,0,2,0,3,0,1.85,2228,0,0,18
32111,0,0,0,1,1,3,0,1,1,47,0,0,0,3,0,3,0,2.22,1376,0,0,32
32223,0,0,0,1,1,3,0,0,1,4,0,0,0,2,0,3,0,2.27,1376,0,0,32
32334,0,0,0,1,1,0,0,0,1,32,0,0,0,0,0,3,0,2.14,1376,0,1,21
32445,0,0,0,1,1,0,0,0,1,6,0,0,0,3,0,3,0,1.93,3213,0,0,32
32556,0,0,0,1,1,2,4,0,1,32,1,0,0,0,0,3,0,2.24,3233,0,1,31
32667,0,0,0,1,1,2,4,1,1,27,0,0,1,1,0,3,0,1.55,2169,0,0,26
32778,0,0,0,1,1,3,0,1,1,8,0,0,0,3,0,3,0,2.18,1376,0,0,18
32889,0,0,0,1,1,0,0,0,1,27,0,0,0,3,0,3,0,1.92,1590,0,0,23
33000,0,0,0,1,1,2,0,1,1,8,1,0,0,2,0,3,0,1.99,4170,0,1,32
33111,0,0,0,1,1,0,0,0,1,32,1,0,0,0,1,3,0,1.98,3213,36330,1,59
33222,0,0,0,1,1,0,4,0,2,33,0,0,0,1,0,3,0,1.72,1590,0,0,26
33335,0,0,0,1,1,2,0,1,1,52,1,0,0,2,0,3,0,2.18,2015,0,0,30
33446,0,0,0,1,1,2,3,1,2,3,1,0,0,3,1,3,0,2.23,3850,12563,1,61
33557,0,0,0,1,1,3,0,1,1,30,1,0,0,3,1,3,0,2.23,2892,14386,1,38
33668,0,0,0,1,1,2,0,0,1,41,1,0,0,2,0,3,0,2.0,2670,0,0,22
33779,0,0,0,1,1,0,4,1,1,32,1,0,0,0,0,3,0,1.85,3213,0,1,27
33890,0,0,0,1,1,2,0,1,1,8,0,0,1,1,0,3,0,1.53,2169,0,0,31
34001,0,0,0,1,1,0,3,0,1,32,0,0,0,1,0,3,0,1.55,1590,0,0,25
34112,0,0,0,1,1,3,0,0,1,32,1,0,0,2,0,3,0,2.23,2892,0,1,31
34223,0,0,0,1,1,2,2,1,1,8,1,0,0,0,0,3,0,2.22,2015,0,0,32
34334,0,0,0,1,1,3,4,0,1,41,1,0,0,1,0,3,0,2.11,1818,0,0,27
34446,0,0,0,1,1,1,0,1,1,32,1,0,0,2,0,3,0,2.17,4720,0,1,32
34557,0,0,0,1,1,2,0,1,1,32,1,0,0,2,1,3,0,2.2,2015,20837,0,29
34668,0,0,0,1,1,2,0,0,1,32,0,0,1,0,0,3,0,1.87,2169,0,1,26
34779,0,0,0,1,1,3,0,0,1,32,0,0,0,0,0,3,0,1.99,1590,0,1,32
34890,0,0,0,1,1,2,0,1,1,32,1,0,1,2,0,3,0,2.18,1376,0,1,29
35001,0,0,0,1,1,2,4,0,1,41,1,0,0,3,0,3,0,2.08,2456,0,0,20
35112,0,0,0,1,1,2,0,1,1,32,1,0,0,0,0,3,0,2.15,2015,0,0,18
35223,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,1,2.2,1376,0,0,26
35334,0,0,0,1,1,0,0,1,1,32,0,0,0,1,1,3,0,1.97,1590,11791,0,61
35445,0,0,0,1,1,2,0,1,1,32,1,0,1,0,0,3,0,2.02,2892,0,1,21
35557,0,0,0,1,1,3,0,0,1,6,0,0,0,2,0,3,0,2.19,1376,0,0,27
35668,0,0,0,1,1,2,0,0,1,45,1,0,0,0,0,3,0,2.19,2015,0,0,30
35779,0,0,0,1,1,2,0,1,1,6,1,0,0,2,0,2,1,2.17,3850,0,1,31
35890,0,0,0,1,1,0,0,1,1,32,1,0,0,0,0,3,0,2.09,2892,0,1,30
36001,0,0,0,1,1,0,4,0,1,32,0,0,1,1,0,3,0,1.62,2385,0,1,28
36112,0,0,0,1,1,0,0,0,1,20,0,0,0,0,0,3,0,2.08,1376,0,0,21
36223,0,0,0,1,1,3,3,0,1,48,0,0,0,2,0,3,0,2.2,2594,0,0,25
36334,0,0,0,1,1,2,0,1,1,39,0,0,1,2,0,3,0,1.85,2169,0,0,25
36445,0,0,0,1,1,0,0,1,1,46,1,0,0,0,0,3,0,2.1,2892,0,1,19
36556,0,0,0,1,1,2,0,0,1,32,1,0,1,2,0,3,0,2.09,2892,0,1,30
36668,0,0,0,1,1,3,3,0,1,2,0,0,0,3,0,3,0,2.07,2594,0,0,18
36779,0,0,0,1,1,0,0,1,1,32,0,0,0,0,0,3,0,1.81,1590,0,1,21
36890,0,0,0,1,1,2,0,1,2,8,1,0,1,3,0,3,0,2.1,1376,0,0,22
37001,0,0,0,1,1,0,4,1,0,2,0,0,0,2,0,3,0,1.94,1590,0,0,18
37112,0,0,0,1,1,0,0,0,1,28,0,0,0,1,0,3,0,1.44,2031,0,0,31
37223,0,0,0,1,1,0,0,1,1,32,0,0,0,0,0,3,0,2.22,1674,0,1,21
37334,0,0,0,1,1,0,0,1,1,8,0,0,0,0,0,3,0,2.02,1376,0,1,25
37445,0,0,0,1,1,0,0,1,2,32,0,0,0,1,0,3,0,1.43,1590,0,0,21
37556,0,0,0,1,1,0,0,1,1,32,0,0,0,2,0,3,0,2.19,2594,0,0,27
37667,0,0,0,1,1,0,0,1,1,12,0,0,0,0,0,3,0,2.17,2594,0,0,28
37779,0,0,0,1,1,2,0,1,1,32,0,0,1,0,0,3,1,1.83,2169,0,0,19
37890,0,0,0,1,1,0,0,0,1,32,0,0,0,1,0,3,0,1.93,1590,0,0,26
38001,0,0,0,1,1,0,4,1,1,8,1,0,0,3,1,2,1,2.17,2892,20771,0,27
38112,0,0,0,1,1,2,4,0,1,39,1,0,0,3,0,3,0,2.09,2015,0,0,19
38223,0,0,0,1,1,0,0,1,1,32,0,0,0,2,0,3,0,1.93,1590,0,0,23
38334,0,0,0,1,1,0,0,1,2,42,0,0,0,0,0,3,0,2.0,1590,0,0,25
38445,0,0,0,1,1,0,4,1,1,38,0,0,0,3,0,3,0,2.23,1376,0,0,20
38556,0,0,0,1,1,3,0,1,1,8,0,0,0,0,0,3,0,1.92,1590,0,1,20
38667,0,0,0,1,1,2,2,0,1,39,0,0,1,3,0,3,0,1.84,2169,0,0,32
38778,0,0,0,1,1,2,4,1,1,47,0,0,1,1,0,3,0,1.27,2169,0,0,24
38890,0,0,0,1,1,3,3,0,1,8,0,0,0,0,0,3,0,2.05,1376,0,0,22
39001,0,0,0,1,1,2,0,1,1,32,1,0,0,0,0,3,0,2.2,3850,0,1,23
39112,0,0,0,1,1,0,0,1,1,32,0,0,0,2,0,3,0,1.95,1590,0,0,25
39223,0,0,0,1,1,0,0,0,1,8,1,0,0,0,0,3,0,2.23,4720,0,1,18
39334,0,0,0,1,1,2,0,0,1,50,1,0,0,0,0,3,0,2.14,2015,0,1,30
39445,0,0,0,1,1,3,0,1,1,32,0,0,0,2,0,3,0,2.18,1376,0,0,21
39556,0,0,0,1,1,2,0,1,1,32,0,0,1,2,0,3,0,1.79,2169,0,0,31
39667,0,0,0,1,1,2,2,0,1,2,1,0,0,0,0,3,0,2.19,2015,0,0,27
39778,0,0,0,1,1,2,4,0,1,32,1,0,0,1,0,3,0,2.01,2228,0,0,32
39889,0,0,0,1,1,3,0,1,1,8,0,0,0,0,0,3,0,2.26,1376,0,1,21
40001,0,0,0,1,1,0,0,0,1,6,0,0,0,2,0,3,0,2.21,1376,0,0,22
40112,0,0,0,1,1,2,0,1,1,43,1,0,0,3,0,3,0,2.17,2015,0,0,20
40223,0,0,0,1,1,0,0,0,1,32,1,0,0,0,0,3,0,2.18,2892,0,1,30
40334,0,0,0,1,1,0,3,0,1,8,1,0,0,0,0,3,0,2.06,4720,0,1,30
40445,0,0,0,1,1,0,0,1,1,13,0,0,0,2,0,3,0,1.83,1590,0,0,19
40556,0,0,0,1,1,2,0,1,1,0,0,0,1,1,0,3,0,1.37,2169,0,0,30
40667,0,0,0,1,1,2,0,1,1,32,1,0,0,1,0,3,0,2.0,2228,0,0,24
40778,0,0,0,1,1,0,0,0,1,45,0,0,0,0,0,3,0,2.21,1376,0,0,20
40889,0,0,0,1,1,2,0,0,1,48,1,0,0,0,1,3,0,2.04,2015,27638,0,51
41000,0,0,0,1,1,3,0,0,1,41,0,0,0,1,0,3,0,1.3,2031,0,0,23
41112,0,0,0,1,1,3,4,1,1,23,0,0,0,3,0,3,0,1.91,1590,0,0,20
41223,0,0,0,1,1,2,4,0,1,39,1,0,0,2,0,3,0,2.14,3850,0,1,19
41334,0,0,0,1,1,0,0,1,1,32,1,0,0,0,0,3,0,1.94,3213,0,1,20
41445,0,0,0,1,1,2,4,0,1,9,0,0,1,1,0,3,0,1.6,2169,0,0,21
41556,0,0,0,1,1,0,0,0,1,28,0,0,0,0,0,3,0,2.02,1818,0,1,28
41667,0,0,0,1,1,0,4,0,1,28,0,0,0,0,0,3,0,1.99,2031,0,1,23
41778,0,0,0,1,1,2,0,1,0,8,1,0,0,1,0,3,0,2.12,2015,0,0,25
41889,0,0,0,1,1,2,0,0,1,41,1,0,0,2,0,3,0,2.02,2456,0,0,32
42000,0,0,0,1,1,2,0,0,1,45,1,0,1,1,0,3,0,1.71,2169,0,0,24
42111,0,0,0,1,1,3,0,0,1,33,0,0,0,1,0,3,0,1.65,1590,0,0,26
42223,0,0,0,1,1,0,0,0,1,48,0,0,0,0,0,3,0,1.93,1903,0,1,26
42334,0,0,0,1,1,0,0,0,1,31,0,0,0,1,0,3,0,1.66,1590,0,0,23
42445,0,0,0,1,1,2,4,0,1,32,1,0,0,0,0,3,0,1.96,2228,0,1,22
42556,0,0,0,1,1,2,2,1,1,8,0,0,1,1,0,2,1,1.62,2169,0,0,32
42667,0,0,0,1,1,2,0,1,1,32,1,0,1,2,0,3,1,1.84,4082,0,0,27
42778,0,0,0,1,1,2,4,1,1,32,1,0,0,0,0,3,0,2.0,2228,0,0,25
42889,0,0,0,1,1,3,0,0,1,32,0,0,0,2,0,3,0,2.17,1376,0,0,19
43000,0,0,0,1,1,2,0,1,1,32,1,0,0,2,0,3,0,1.94,2228,0,0,32
43111,0,0,0,1,1,2,0,1,1,8,1,0,0,0,0,3,0,1.97,4170,0,1,31
43222,0,0,0,1,1,2,0,1,1,32,0,0,1,1,0,3,0,1.68,2169,0,0,22
43334,0,0,0,1,1,3,0,0,1,41,0,0,0,1,0,2,1,1.69,2031,0,0,21
43445,0,0,0,1,1,0,0,1,1,8,1,0,0,0,0,1,0,2.19,4720,0,1,19
43556,0,0,0,1,1,2,0,1,1,8,0,0,1,3,0,2,1,1.89,2169,0,0,21
43667,0,0,0,1,1,2,0,0,1,27,1,0,0,2,0,0,1,1.92,4170,0,1,20
43778,0,0,0,1,1,2,4,1,1,32,1,0,0,0,1,3,0,2.01,2228,28396,1,44
43889,0,0,0,1,1,2,0,1,1,8,1,0,0,0,0,3,1,2.16,3850,0,1,18
44000,0,0,0,1,1,3,0,0,1,41,1,0,0,0,0,3,0,1.91,3875,0,1,19
44111,0,0,0,1,1,2,3,0,1,41,0,0,1,3,0,3,0,1.79,2611,0,0,31
44222,0,0,0,1,1,2,0,0,1,41,1,0,0,2,0,3,0,1.95,2670,0,0,25
44333,0,0,0,1,1,2,4,1,1,36,0,0,1,3,0,3,0,1.79,2169,0,0,28
44446,0,0,0,1,1,2,4,1,1,27,1,0,0,0,0,3,0,2.0,2228,0,0,29
44557,0,0,0,1,1,1,0,1,1,8,0,0,0,0,0,3,0,2.16,1376,0,1,31
44668,0,0,0,1,1,1,0,1,1,8,0,0,0,0,0,3,0,2.0,2046,0,0,19
44779,0,0,0,1,1,0,0,1,1,7,1,0,0,0,1,3,0,2.09,1376,12597,0,41
44890,0,0,0,1,1,3,0,1,1,52,0,0,0,0,0,3,0,2.1,1376,0,1,18
45001,0,0,0,1,1,2,0,0,1,32,0,0,1,0,0,1,0,1.77,2169,0,1,31
45112,0,0,0,1,1,2,0,0,1,35,0,0,1,1,0,3,0,1.64,2721,0,0,30
45223,0,0,0,1,1,0,0,0,1,31,0,0,0,0,0,3,0,2.08,2594,0,1,30
45334,0,0,0,1,1,0,0,0,1,19,1,0,0,0,0,3,0,1.96,1590,0,0,25
45445,0,0,0,1,1,0,0,0,1,39,0,0,0,3,0,3,0,2.14,1376,0,0,22
45557,0,0,0,1,1,2,0,1,1,8,1,0,0,0,0,3,0,2.02,2015,0,0,24
45668,0,0,0,1,1,2,0,0,1,32,1,0,1,1,0,3,0,1.56,1590,0,0,27
45779,0,0,0,1,1,2,0,0,1,32,1,0,1,2,0,3,0,2.0,1590,0,1,31
45890,0,0,0,1,1,3,0,1,1,50,0,0,0,3,0,3,0,2.0,1590,0,0,18
46001,0,0,0,1,1,3,0,1,1,4,1,0,1,0,0,3,0,1.79,2385,0,1,32
46112,0,0,0,1,1,2,4,1,1,41,0,0,1,2,0,3,0,1.88,2611,0,0,30
46223,0,0,0,1,1,0,0,0,1,32,0,0,0,0,0,3,0,1.87,1590,0,1,18
46334,0,0,0,1,1,3,0,1,1,41,0,0,0,1,0,3,0,1.72,2031,0,0,20
46445,0,0,0,1,1,3,4,1,1,41,0,0,0,2,0,3,0,1.89,2031,0,0,24
46556,0,0,0,1,1,2,4,1,1,32,1,0,1,1,0,3,0,2.14,1376,0,0,18
46668,0,0,0,1,1,3,0,0,1,24,0,0,0,3,0,3,0,1.78,1590,0,0,31
46779,0,0,0,1,1,2,0,0,1,41,1,0,1,3,0,3,0,1.85,4744,0,1,30
46890,0,0,0,1,1,2,4,1,1,28,0,0,1,2,0,3,0,1.76,2611,0,0,31
47001,0,0,0,1,1,2,0,0,1,32,1,0,0,3,0,3,0,2.04,2015,0,0,20
47112,0,0,0,1,1,0,0,1,1,48,0,0,0,3,0,3,0,2.14,1376,0,0,20
47223,0,0,0,1,1,2,3,0,1,33,1,0,0,2,0,3,0,2.0,4170,0,1,19
47334,0,0,0,1,1,2,3,0,1,28,0,0,1,3,1,3,0,1.88,2611,20148,0,29
47445,0,0,0,1,1,1,0,0,1,8,0,0,1,2,0,3,0,1.83,2385,0,1,30
