CODE,PRODUCTO,TIPO_CARROCERIA,COMBUSTIBLE,Potencia_,TRANS,FORMA_PAGO,ESTADO_CIVIL,GENERO,OcupaciOn,PROVINCIA,Campanna1,Campanna2,Campanna3,Zona _Renta,REV_Garantia,Averia_grave,QUEJA_CAC,EDAD_COCHE,COSTE_VENTA,km_anno,Mas_1_coche,Edad Cliente
57778,1,0,1,2,1,0,4,1,1,38,0,0,0,0,0,2,1,6.74,3159,16126,1,61
57819,1,0,1,2,1,0,3,0,1,48,0,0,0,2,0,3,0,6.93,1950,0,0,35
57845,1,0,1,2,1,0,0,0,2,48,0,0,0,1,1,3,0,6.88,1950,14570,0,43
57848,1,0,1,2,1,0,4,1,1,32,0,0,0,0,0,2,1,6.69,1871,0,0,68
57857,1,0,1,2,1,0,0,0,1,35,0,0,0,1,0,3,0,7.18,3168,23787,1,50
57874,1,0,1,2,1,0,1,2,1,32,0,0,0,0,0,3,0,6.7,3343,7953,0,61
57879,1,0,1,2,1,0,0,1,1,32,1,0,0,0,1,3,1,6.28,4604,23219,1,56
57883,1,0,1,2,1,0,4,1,1,26,0,0,0,2,0,0,0,7.26,2692,23045,0,45
57913,1,0,1,2,1,0,0,1,1,32,0,0,0,0,0,3,0,6.95,3790,22146,0,40
57919,1,0,1,2,1,0,0,0,1,30,0,1,0,3,0,3,1,6.88,6163,18046,0,46
57931,1,0,1,2,1,1,4,1,2,27,1,0,0,3,1,3,0,6.53,3343,11445,0,44
57952,1,0,1,2,1,1,0,0,1,8,0,0,0,1,1,3,0,6.94,3238,23356,0,49
57980,1,0,1,2,1,3,4,1,1,39,0,1,0,1,0,2,1,6.09,4315,6004,0,51
58023,1,0,1,2,1,0,0,1,1,33,0,0,0,2,0,3,0,7.01,2821,7696,0,55
58028,1,0,1,2,1,1,0,0,1,8,1,0,0,0,1,3,0,6.51,3067,12783,0,39
4,1,0,1,2,1,0,0,0,1,8,0,1,0,0,0,3,0,7.01,2821,12119,0,38
55,1,0,0,2,1,3,4,1,1,49,0,0,0,2,1,2,1,8.1,1684,18786,0,38
67,1,0,0,2,1,0,4,1,1,47,0,0,0,0,0,0,0,8.3,1021,10259,0,50
71,1,0,0,2,1,0,0,0,1,47,0,0,0,0,1,2,1,8.18,1525,2391,0,36
90,1,0,0,2,1,0,0,0,1,12,0,0,0,0,0,2,1,7.51,2156,10035,0,54
105,1,0,0,2,1,0,0,0,1,20,1,0,0,2,0,2,1,8.17,1684,6003,0,53
106,1,0,0,2,1,0,4,1,1,48,1,0,0,3,1,2,1,8.18,1684,20387,0,53
133,1,0,0,2,1,3,0,1,1,8,0,0,0,0,0,3,0,7.64,2134,4430,1,57
144,1,0,0,2,1,1,4,1,2,29,0,0,0,3,0,3,0,7.35,2134,15303,0,61
170,1,0,0,2,1,3,4,0,1,6,0,0,0,1,0,3,1,8.22,1525,14413,0,53
216,1,0,0,2,1,0,0,0,1,41,0,0,0,0,1,3,1,8.18,2288,4988,1,62
231,1,0,0,2,1,3,0,0,1,19,0,0,0,0,1,3,0,7.85,3116,14630,1,59
238,1,0,0,2,1,0,0,0,1,32,0,1,0,0,0,3,0,8.17,2604,14861,1,57
241,1,0,0,2,1,0,0,1,1,47,0,0,0,3,0,2,1,8.24,1684,5899,0,49
242,1,0,0,2,1,3,0,1,2,23,0,0,0,3,1,3,0,8.22,1684,10046,0,61
255,1,0,0,2,1,0,0,1,1,48,0,0,0,1,0,3,0,8.17,1684,7160,0,47
319,1,0,0,2,1,0,4,0,1,33,0,0,0,3,0,2,1,8.17,1684,8895,0,41
373,1,0,0,2,1,3,0,1,1,22,1,1,0,3,0,3,0,7.68,2134,4768,0,50
384,1,0,0,2,1,0,0,1,2,4,0,0,0,0,1,3,0,8.08,1684,3043,0,42
394,1,0,0,2,1,3,0,0,1,48,0,0,0,0,1,3,0,7.63,2596,10467,0,37
400,1,0,0,2,1,0,4,0,1,44,0,0,0,3,0,2,1,8.07,1525,10666,0,53
419,1,0,0,2,1,0,0,0,1,2,1,0,0,3,1,0,0,7.99,1525,8241,0,39
437,1,0,0,2,1,0,0,0,1,22,0,0,0,3,1,2,1,8.1,0,5527,0,58
442,1,0,0,2,1,0,0,1,0,26,0,0,0,2,1,3,0,8.09,1684,12759,0,39
454,1,0,0,2,1,3,4,1,1,39,0,1,0,0,0,3,0,8.03,1684,12779,0,53
455,1,0,0,2,1,0,0,0,1,2,0,0,0,3,0,3,1,8.06,1684,2076,0,40
470,1,0,0,2,1,3,4,1,2,28,0,0,0,0,0,3,0,7.53,2134,7652,1,43
472,1,0,0,2,1,1,4,0,1,41,0,0,0,0,1,3,0,7.09,2651,9018,1,47
481,1,0,0,2,1,0,0,1,1,8,0,1,0,0,0,3,0,8.04,1684,15096,1,44
518,1,0,0,2,1,3,4,1,1,32,0,0,0,0,1,3,1,7.69,2134,18523,1,60
529,1,0,0,2,1,1,0,0,2,28,0,1,0,0,0,1,0,7.72,4030,11573,1,49
551,1,0,0,2,1,0,0,0,0,33,0,0,0,3,1,3,0,8.01,1684,6732,0,48
564,1,0,0,2,1,0,0,0,1,52,0,0,0,3,0,3,1,8.01,1684,13831,0,39
572,1,0,0,2,1,0,4,0,2,1,0,0,0,0,0,3,0,8.01,1684,7629,1,61
588,1,0,0,2,1,0,4,1,1,43,0,0,0,0,1,3,0,8.01,1525,12262,1,60
592,1,0,0,2,1,0,0,1,1,4,0,0,0,0,0,3,0,7.84,1939,12434,1,41
599,1,0,0,2,1,0,4,0,1,32,0,0,0,2,1,3,0,8.01,1684,26518,0,48
603,1,0,0,2,1,0,0,0,1,8,0,0,0,2,0,3,0,7.91,2261,10133,0,61
621,1,0,0,2,1,0,4,1,1,7,1,0,0,1,0,1,0,7.93,1525,11399,0,41
625,1,0,0,2,1,3,0,0,1,15,0,0,0,2,0,3,0,7.76,1525,5700,0,54
633,1,0,0,2,1,0,4,1,1,27,1,0,0,2,1,3,0,7.93,2261,14201,0,40
701,1,0,0,2,1,0,4,1,1,8,0,0,0,3,1,2,1,7.85,4220,4516,0,45
703,1,0,0,2,1,0,4,1,1,35,0,0,0,2,1,3,1,7.84,2550,18311,0,25
721,1,0,0,2,1,3,4,0,1,36,0,0,0,2,0,3,0,7.84,2550,10669,0,51
723,1,0,0,2,1,2,0,1,2,35,0,0,0,1,0,3,1,7.86,2026,20672,0,55
739,1,0,0,2,1,2,4,1,1,50,0,0,0,3,1,0,0,7.78,1281,11091,0,60
795,1,0,0,2,1,0,4,0,1,9,0,0,0,3,1,3,0,7.45,2134,13423,0,57
800,1,0,0,2,1,0,0,0,1,8,0,0,0,0,0,3,0,7.62,3238,0,1,65
804,1,0,0,2,1,0,0,1,1,32,0,0,0,0,0,3,0,7.76,1525,6364,1,44
826,1,0,0,2,1,3,4,1,1,27,0,0,0,1,0,3,0,7.84,2261,13360,0,49
858,1,0,0,2,1,3,0,1,1,1,0,0,0,3,0,3,0,7.51,1373,5043,0,44
884,1,0,0,2,1,0,0,0,1,7,1,1,0,1,1,3,0,7.1,4733,8870,1,39
899,1,0,0,2,1,3,0,0,1,32,0,0,0,2,0,3,0,7.52,1373,13490,0,50
906,1,0,0,2,1,3,4,1,1,52,1,1,0,3,0,2,1,6.63,3456,17190,0,66
949,1,0,0,2,1,3,0,1,1,7,1,0,0,0,1,3,0,7.52,1373,8355,0,62
1009,1,0,0,2,1,1,4,0,1,33,1,0,0,2,0,3,0,7.28,1639,3964,0,52
1014,1,0,0,2,1,2,4,0,1,28,0,0,0,2,0,3,0,7.43,1373,0,0,38
1021,1,0,0,2,1,0,4,1,1,8,1,0,0,0,0,3,0,7.43,1373,5495,1,61
1031,1,0,0,2,1,0,0,1,1,35,0,0,0,0,1,3,1,7.43,1373,6253,1,62
1041,1,0,0,2,1,0,4,0,1,1,0,1,0,2,0,3,0,7.37,1373,8670,0,58
1049,1,0,0,2,1,0,0,1,1,8,0,1,0,3,0,3,0,6.4,2870,5319,0,45
1060,1,0,0,2,1,0,4,0,1,9,0,1,0,0,0,3,0,7.43,1373,10536,0,51
1070,1,0,0,2,1,0,0,0,2,25,0,0,0,0,0,3,0,6.43,3956,3865,0,49
1077,1,0,0,2,1,0,4,0,1,36,0,0,0,4,1,3,0,6.73,1800,10818,0,46
1100,1,0,0,2,1,0,3,1,1,32,0,0,0,0,0,3,0,7.27,2077,18467,1,39
1109,1,0,0,2,1,1,0,0,1,16,0,0,0,2,0,3,0,7.09,1500,16622,0,40
1128,1,0,0,2,1,0,0,0,1,45,0,0,0,4,1,3,0,7.01,2136,30964,1,51
1142,1,0,0,2,1,0,0,0,1,11,0,0,0,2,0,3,1,7.18,1500,12068,0,60
1181,1,0,0,2,1,0,0,0,1,32,0,1,0,0,0,3,0,6.78,3496,10706,1,38
1190,1,0,0,2,1,1,0,1,1,49,1,0,0,3,0,3,0,6.66,3527,32752,1,55
1218,1,0,0,2,1,1,4,1,1,12,0,0,0,1,0,2,1,6.43,4710,7633,0,51
1222,1,0,0,2,1,0,4,1,1,2,0,1,0,3,0,3,0,7.3,2629,13471,0,43
1223,1,0,0,2,1,0,0,1,1,8,1,0,0,2,0,2,1,6.44,4710,18250,0,37
1264,1,0,0,2,1,0,1,2,1,8,1,0,0,0,1,3,0,6.5,2870,21845,1,44
1272,1,0,0,2,1,0,0,1,1,32,0,0,0,2,0,3,0,6.39,4526,12146,0,42
1275,1,0,0,2,1,3,0,1,1,43,0,0,0,2,1,3,0,6.76,2760,11010,0,40
1314,1,0,0,2,1,1,0,1,1,12,0,1,0,0,0,3,1,6.59,5735,7942,1,42
1320,1,0,0,2,1,0,0,0,1,32,0,0,0,2,1,3,0,6.27,3606,14135,0,40
1339,1,5,1,0,1,0,0,1,1,16,1,0,0,3,0,2,1,8.18,1684,7373,0,44
1365,1,5,1,0,1,0,0,1,1,15,0,0,0,3,0,2,1,7.41,1373,27399,0,39
1368,1,5,1,0,1,2,4,0,1,32,1,0,0,0,1,0,1,6.84,1351,19125,0,44
1397,1,5,1,2,1,3,4,1,1,23,0,0,0,1,0,2,1,8.35,2677,14137,1,40
1412,1,5,1,2,1,0,4,1,1,2,0,1,0,2,0,2,1,8.12,3130,20055,1,47
1423,1,5,1,2,1,0,0,1,1,31,0,1,0,3,0,2,1,8.17,1684,21797,0,38
1487,1,5,1,2,1,3,0,0,1,39,0,1,0,0,0,0,0,7.61,2477,21671,0,41
1493,1,5,1,2,1,3,0,1,1,32,0,0,0,3,1,2,1,7.33,2324,10429,0,53
1496,1,5,1,2,1,3,0,1,1,32,0,0,0,2,1,1,0,7.39,1373,17315,0,40
1498,1,5,1,2,1,0,4,1,1,9,0,1,0,2,0,2,1,7.43,1373,15198,0,49
1530,1,5,1,2,1,0,0,1,1,12,0,0,0,3,0,0,0,6.09,2399,8804,0,59
1554,1,5,0,2,0,0,4,0,1,26,0,0,0,3,1,3,0,6.96,1297,9949,0,50
1579,1,5,0,0,1,0,0,1,1,8,1,1,0,2,0,2,1,7.89,3116,12900,1,50
1603,1,5,0,0,1,0,0,1,1,45,0,1,0,0,0,0,1,7.26,2686,13774,0,53
1608,1,5,0,0,1,0,0,1,1,15,1,0,0,3,0,3,1,7.78,1525,9435,0,55
1620,1,5,0,0,1,3,0,0,2,8,0,0,0,0,0,3,0,7.26,1772,14564,1,54
1626,1,5,0,0,1,0,0,1,1,8,1,0,0,3,1,1,1,7.43,1373,9348,0,44
1634,1,5,0,0,1,0,0,0,1,32,0,0,0,0,0,0,0,7.34,2324,4972,1,47
1656,1,5,1,2,1,0,0,1,1,2,0,1,0,3,0,1,1,6.09,2495,15519,0,61
1682,1,5,1,2,1,0,2,1,2,8,0,0,0,1,0,3,0,5.8,5040,0,1,60
1687,1,5,1,2,1,0,4,1,0,36,1,0,0,3,1,3,1,5.44,2808,15573,0,41
1714,1,5,1,2,1,1,4,1,1,46,0,1,0,3,0,3,0,4.97,3651,22785,0,41
1716,1,5,1,2,1,1,0,1,1,39,0,1,0,0,0,3,0,5.59,2808,17965,1,41
1720,1,5,1,2,1,0,4,1,1,6,0,0,0,1,0,1,1,5.76,3284,0,0,52
1765,1,5,0,2,1,1,3,0,2,33,0,0,0,1,1,3,0,6.01,3884,9216,0,57
1769,1,5,0,2,1,0,0,0,1,13,0,0,0,1,1,3,0,6.12,4427,4530,1,44
1810,1,5,0,2,1,0,0,1,0,35,0,0,0,0,0,3,1,6.01,6654,14246,1,59
1827,1,5,0,2,1,0,0,1,1,32,1,0,0,0,1,3,0,5.51,3599,22039,1,53
1842,1,5,0,2,1,3,0,1,1,2,0,1,0,3,0,3,0,6.01,3884,10222,0,30
1847,1,0,0,0,1,0,0,1,1,45,0,0,0,1,0,3,0,7.85,1408,0,0,59
1877,1,0,1,0,1,3,2,1,1,8,1,0,0,0,1,3,0,8.28,1849,32259,0,38
1880,1,0,1,0,1,0,0,1,1,32,1,0,0,2,1,2,1,8.16,1525,6880,0,59
1887,1,0,1,0,1,0,4,1,1,9,0,0,0,1,1,0,0,7.76,2101,22778,0,42
1894,1,0,1,0,1,0,0,1,1,39,1,1,0,0,0,2,1,8.02,1525,14470,0,61
1914,1,0,1,0,1,0,4,0,1,32,0,1,0,0,0,2,1,7.76,2134,10234,0,37
1959,1,0,1,2,1,3,4,1,1,35,0,1,0,3,0,0,1,8.35,0,16075,0,58
1966,1,0,1,2,1,3,4,1,1,4,0,0,0,1,0,2,1,8.26,1233,23083,0,45
1977,1,0,1,2,1,3,0,0,1,32,0,0,0,2,0,1,0,7.69,2288,54544,1,62
2016,1,0,1,2,1,0,0,1,1,8,0,0,0,0,1,1,0,8.18,1525,17125,0,42
2047,1,0,1,2,1,0,1,2,1,32,1,0,0,1,0,1,0,8.01,1525,11202,0,55
2048,1,0,1,2,1,3,4,1,1,39,1,1,0,3,0,2,1,8.09,1684,8932,0,56
2107,1,0,1,2,1,2,0,1,1,8,0,0,0,0,0,3,0,7.68,1636,0,0,30
2166,1,0,1,2,1,0,0,1,1,47,0,0,0,0,0,2,1,7.71,3116,13947,1,46
2227,1,0,1,2,1,3,0,1,1,39,1,1,0,2,0,2,1,7.43,1373,12115,0,54
2240,1,0,1,2,1,0,4,0,1,3,0,0,0,3,0,2,1,7.43,1373,24318,0,58
2272,1,0,1,2,1,0,0,1,1,11,1,0,0,1,1,3,0,7.28,4314,2670,1,40
2276,1,0,1,2,1,2,2,1,1,8,1,0,0,1,0,2,1,7.34,1777,22413,0,46
2279,1,0,1,2,1,0,0,1,1,43,0,0,0,3,1,2,1,6.87,1351,5136,0,51
2341,1,0,1,2,1,0,4,1,1,8,0,0,0,0,0,0,0,6.26,2044,18437,1,44
2368,1,0,1,2,1,1,0,1,1,12,0,0,0,3,1,0,1,5.67,3919,11503,0,59
2373,1,0,1,2,1,0,0,1,1,8,1,0,0,0,1,2,1,5.93,4260,26274,0,48
2400,1,0,1,2,1,1,0,1,1,32,1,1,0,2,1,1,0,6.18,1800,20625,0,45
2431,1,0,0,2,0,0,0,1,1,47,0,0,0,0,0,3,0,7.44,3571,7964,1,44
2451,1,0,0,2,0,3,0,1,0,39,1,1,0,1,1,3,0,6.51,7079,26193,1,42
2490,1,0,0,0,1,0,4,0,2,32,0,1,0,2,0,2,1,7.55,2283,17117,0,54
2510,1,0,0,0,1,0,0,0,1,8,0,1,0,3,0,3,0,7.93,2048,7086,0,44
2525,1,0,0,0,1,1,2,0,2,48,0,0,0,2,0,0,0,7.26,2651,11805,0,47
2542,1,0,0,0,1,3,4,1,1,32,0,1,0,0,0,3,0,7.86,1525,17100,0,56
2543,1,0,0,0,1,0,0,0,1,32,0,0,0,2,1,2,1,6.7,0,13728,0,57
2584,1,0,0,0,1,0,0,1,1,25,0,0,0,2,1,2,1,6.7,2484,11756,0,62
2586,1,0,0,0,1,2,0,1,1,7,1,0,0,3,1,2,1,7.2,1777,8464,0,49
2617,1,0,0,0,1,0,0,0,1,12,1,0,0,0,1,0,0,7.09,2396,14582,1,58
2621,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,3,0,5.92,3148,18964,0,37
2631,1,0,0,0,1,0,4,1,1,8,0,1,0,0,0,0,0,6.2,2175,13095,0,40
2634,1,0,0,0,1,0,0,0,1,32,1,1,0,0,1,3,0,6.34,1124,4563,0,39
2638,1,0,0,0,1,0,0,0,1,32,0,0,0,2,0,3,0,6.26,1124,22089,0,56
2641,1,0,0,0,1,0,0,1,1,27,0,0,0,0,0,3,1,6.34,1124,5251,0,52
2658,1,0,1,2,1,1,4,1,1,4,1,0,0,2,1,3,0,5.67,4111,18207,0,60
2687,1,0,1,2,1,0,0,1,0,33,0,0,0,3,0,2,1,6.24,1871,0,0,57
2693,1,0,1,2,1,1,0,1,1,37,0,0,0,3,0,3,1,6.26,1170,0,0,30
2712,1,0,1,2,1,3,3,1,1,3,0,0,0,3,0,3,1,4.9,4571,11995,0,24
2799,1,0,1,2,1,0,4,0,1,33,1,0,0,1,1,2,1,5.51,2808,7207,0,49
2804,1,0,1,2,1,1,4,1,1,32,0,0,0,2,0,3,0,5.55,5040,30527,1,38
2830,1,0,1,2,1,0,0,0,1,27,0,0,0,3,1,3,0,5.76,2808,12771,0,46
2849,1,0,1,2,1,0,0,1,1,32,0,0,0,0,0,3,0,5.64,2808,16725,1,40
2862,1,0,1,2,1,0,0,1,1,40,1,0,0,3,1,3,1,5.51,2808,16272,0,45
2869,1,0,1,2,1,0,0,0,1,32,0,1,0,0,1,1,1,5.07,7397,13042,1,41
2894,1,0,1,2,1,0,4,1,2,10,1,1,0,2,1,3,0,5.76,2808,20915,0,45
2914,1,0,1,2,1,0,3,1,1,1,0,0,0,0,1,3,0,4.76,3651,5103,1,57
2951,1,0,1,2,1,0,0,1,1,2,0,0,0,2,1,3,0,4.8,3651,10977,0,46
2960,1,0,1,2,1,0,4,1,1,8,1,1,0,0,1,0,0,5.48,2808,12706,1,51
2967,1,0,0,2,1,0,0,1,1,32,0,0,0,0,0,3,0,5.87,5380,4182,0,59
2976,1,0,0,2,1,3,4,1,1,43,0,0,0,2,0,3,0,5.81,4460,10960,0,57
3006,1,0,0,2,1,1,0,0,2,35,1,0,0,3,1,3,1,6.19,2175,8491,0,40
3011,1,0,0,2,1,0,0,1,1,35,0,1,0,3,0,3,0,6.51,2964,18747,0,43
3066,1,0,0,2,1,0,0,1,1,33,0,0,0,2,1,3,0,6.1,2024,6592,0,55
3088,1,0,0,2,1,0,0,1,1,12,0,0,0,2,1,3,0,6.18,2175,12084,0,37
3094,1,0,0,2,1,0,0,0,1,32,0,0,0,0,1,3,0,6.45,1686,56861,0,39
3096,1,0,0,2,1,0,4,0,1,49,1,0,0,0,0,3,0,6.1,2024,0,0,70
3100,1,0,0,2,1,3,0,1,1,39,0,1,0,3,0,3,0,6.18,2175,8053,0,54
3139,1,0,0,2,1,0,0,0,1,32,0,0,0,1,1,3,0,6.05,3884,19527,0,37
3147,1,0,0,2,1,0,0,0,1,32,0,0,0,0,1,3,0,6.01,6654,13108,1,49
3164,1,0,0,2,1,0,0,1,1,27,0,0,0,1,0,3,0,6.26,1124,13400,0,49
3173,1,0,0,2,1,0,0,1,1,48,0,0,0,3,1,3,0,5.9,0,4532,0,48
3193,1,5,1,2,1,0,0,0,1,27,0,0,0,1,0,3,1,5.21,5147,38314,1,62
3214,1,5,1,2,1,0,2,1,1,21,0,0,0,2,1,3,0,4.8,6304,14725,1,52
3218,1,5,1,2,1,0,0,1,1,32,0,0,0,0,1,3,1,4.84,3651,19220,0,52
3221,1,5,1,2,1,3,4,0,1,36,0,0,0,2,1,0,1,4.53,4107,13739,0,37
3241,1,5,0,2,1,0,0,0,1,9,0,0,0,2,1,3,0,5.11,4199,6778,0,40
3258,1,5,0,2,1,0,0,1,1,22,0,0,0,3,1,3,0,5.51,4877,12382,0,41
3266,1,5,0,2,1,1,0,1,1,15,1,0,0,3,1,2,1,5.51,2699,2408,0,47
3272,1,5,0,2,1,3,4,1,1,2,0,0,0,2,1,3,0,4.78,6097,14369,1,61
3277,1,5,0,2,1,0,0,1,1,27,0,1,0,0,0,3,0,5.13,4199,3813,0,47
3282,1,5,0,2,1,3,0,1,1,32,0,0,0,2,1,2,1,4.86,3513,16352,0,60
3292,1,5,0,2,1,1,0,1,1,19,0,0,0,0,1,2,1,5.17,4199,22096,0,53
3321,1,0,1,2,1,0,4,1,1,8,0,1,0,0,0,0,0,5.93,2208,5426,1,63
3374,1,0,1,2,1,1,4,0,1,39,1,1,0,2,1,3,0,5.09,3432,26309,0,55
3389,1,0,1,2,1,0,3,1,1,4,0,1,0,2,0,3,0,5.11,3432,6743,0,39
3392,1,0,1,2,1,0,0,1,1,2,1,0,0,1,1,3,0,5.26,3432,16384,0,60
3394,1,0,1,2,1,0,0,1,1,8,0,1,0,1,0,3,0,5.51,2808,17329,0,44
3403,1,0,1,2,1,3,0,1,1,45,0,0,0,0,0,3,0,4.86,4107,12804,0,47
3418,1,0,1,2,1,3,0,0,1,3,1,0,0,3,1,3,0,4.92,4107,10659,0,39
3464,1,0,1,2,1,3,4,0,1,43,0,0,0,2,0,2,1,5.1,3432,10538,0,44
3474,1,0,1,2,1,3,0,1,1,2,1,0,0,3,1,1,1,4.6,3651,23973,0,45
3492,1,0,1,2,1,1,0,1,1,2,0,0,0,1,1,3,0,4.8,3651,21586,0,41
3511,1,0,1,2,1,1,0,1,1,21,0,0,0,0,1,3,0,4.64,6304,24801,1,38
3512,1,0,1,2,1,3,0,0,1,29,0,1,0,0,1,3,0,4.86,3651,16626,1,50
3531,1,0,1,2,1,3,4,0,1,39,0,0,0,1,1,3,0,4.92,3651,23081,0,66
3548,1,0,1,2,1,3,0,1,1,8,0,0,0,0,0,2,1,4.76,6988,12601,1,50
3552,1,0,1,2,1,2,0,0,0,8,0,0,0,3,1,3,1,4.04,5732,15290,0,49
3560,1,0,1,2,1,3,0,0,1,32,0,0,0,0,1,2,1,4.84,3651,23385,0,28
3565,1,0,1,2,1,2,0,0,1,42,0,0,0,3,1,3,0,4.02,6468,15252,0,62
3566,1,0,1,2,1,0,0,0,1,11,0,0,0,3,1,3,0,4.1,4867,11465,0,47
3575,1,0,1,2,1,3,0,0,2,8,0,0,0,3,1,3,1,4.76,6304,18078,1,45
3589,1,0,1,2,1,3,4,1,1,36,0,0,0,0,1,3,0,4.76,6304,13796,0,55
3599,1,0,1,2,1,0,0,1,1,32,0,1,0,1,1,3,0,4.44,3042,28905,0,59
3611,1,0,1,2,1,0,4,1,1,32,0,1,0,2,0,3,0,4.67,6304,15692,1,40
3653,1,0,1,2,1,0,0,1,1,33,0,0,0,2,1,3,0,4.39,4107,11986,0,60
3689,1,0,1,2,1,3,0,1,1,16,0,0,0,3,1,3,0,4.11,7300,39740,1,41
3730,1,0,1,2,1,2,0,1,1,22,0,1,0,1,1,2,1,4.22,5732,27604,0,57
3739,1,0,1,2,1,0,0,0,1,32,0,0,0,2,0,3,0,4.36,3042,12103,0,37
3748,1,0,1,2,1,2,0,1,1,52,1,0,0,2,1,3,0,4.2,4972,12586,0,42
3772,1,0,1,2,1,3,4,1,1,6,0,1,0,3,1,1,0,3.96,4867,23380,0,44
3800,1,0,1,2,1,0,4,1,1,32,0,0,0,2,1,3,0,4.19,5198,16584,0,44
3810,1,0,1,2,1,1,0,1,1,45,0,0,0,3,1,3,0,4.19,4867,16163,0,48
3884,1,0,1,2,1,0,0,0,1,20,0,1,0,3,1,3,0,4.1,4867,12545,0,61
3895,1,0,1,2,1,0,0,1,1,32,0,0,0,0,1,3,0,4.04,7300,37197,1,47
3925,1,0,0,2,1,0,0,1,1,28,0,0,0,0,1,3,0,5.35,2699,3642,1,51
3987,1,0,0,2,1,0,4,0,1,9,1,0,0,2,1,3,0,5.42,2699,8784,0,58
3988,1,0,0,2,1,0,4,1,1,8,0,1,0,0,0,3,0,5.69,4877,9247,1,37
3999,1,0,0,2,1,0,0,1,1,8,0,1,0,2,0,3,0,5.59,2699,14367,0,62
4014,1,0,0,2,1,0,0,1,1,32,1,0,0,0,1,3,0,5.44,2699,17930,0,55
4027,1,0,0,2,1,2,4,1,1,28,0,0,0,0,0,3,0,5.07,6434,6880,1,53
4053,1,0,0,2,1,0,4,0,1,8,0,0,0,3,1,3,0,4.67,3952,6063,0,71
4073,1,0,0,2,1,2,4,1,1,28,0,1,0,2,1,3,0,5.26,4199,11126,0,44
4097,1,0,0,2,1,3,0,1,1,26,0,1,0,0,1,3,0,4.52,3952,14644,1,55
4134,1,0,0,2,1,0,0,1,1,8,1,1,0,0,1,3,0,5.17,4199,12919,0,67
4177,1,0,0,2,1,1,0,1,1,32,0,0,0,1,1,3,0,4.78,3513,14996,0,58
4203,1,0,0,2,1,3,0,0,2,33,0,0,0,2,1,3,0,4.65,6097,1452,1,60
4208,1,0,0,2,1,3,0,0,1,36,0,1,0,2,1,3,0,4.59,3513,6546,0,52
4215,1,0,0,2,1,1,0,1,1,32,0,1,0,0,1,3,0,4.69,3513,12808,1,44
4218,1,0,0,2,1,2,0,1,1,33,0,0,0,2,1,2,1,4.31,5548,8479,0,52
4256,1,0,0,2,1,0,4,1,2,32,0,0,0,1,1,3,0,4.25,4683,18004,0,52
4297,1,0,0,2,1,2,4,1,1,0,0,0,0,1,1,3,0,4.22,5548,21779,0,38
4310,1,0,0,2,1,2,0,0,2,0,0,0,0,2,1,3,0,4.06,5548,19698,0,57
4339,1,0,0,2,1,2,0,0,1,22,0,0,0,2,1,3,0,4.1,8321,31315,1,54
4461,1,5,0,2,1,2,0,1,1,42,1,0,0,0,1,3,0,3.6,2615,13483,1,38
4520,1,5,0,2,1,3,0,1,1,45,0,1,0,3,1,3,1,3.26,1750,8878,0,24
4523,1,5,0,2,1,3,0,0,1,33,1,0,0,1,1,3,0,3.31,3453,6663,1,37
4540,1,5,0,2,1,2,4,1,1,48,1,0,0,0,1,3,1,3.24,2464,9944,0,42
4560,1,5,0,2,1,3,0,1,1,27,0,0,0,0,1,1,0,3.27,1750,17052,0,39
4573,1,5,0,2,1,2,0,1,1,27,1,0,0,0,1,3,0,3.02,4524,10895,1,56
4590,1,5,0,2,1,0,0,1,1,8,1,0,0,2,1,3,0,3.15,1750,8226,0,31
4633,1,5,0,2,1,0,0,1,1,32,1,0,0,2,1,3,0,3.04,3453,24064,1,57
4642,1,5,0,2,1,2,0,1,1,20,1,0,1,3,1,3,0,2.91,1750,8943,0,52
4665,1,5,0,2,1,2,0,1,1,0,1,0,0,2,1,0,0,2.37,2370,6754,0,60
4670,1,5,0,2,1,3,0,1,1,8,0,0,0,1,1,1,0,2.97,1750,8167,0,48
4708,1,5,0,2,0,0,3,1,1,27,0,0,0,0,0,3,0,3.42,1684,0,0,31
4742,1,0,0,1,1,2,4,1,1,8,1,0,0,3,1,3,0,3.52,2615,7852,0,54
4772,1,0,0,1,1,2,4,0,1,43,1,0,0,3,1,1,0,3.64,4750,19475,1,42
4787,1,0,0,1,1,1,4,0,1,9,1,0,0,3,1,2,1,3.85,3453,11333,1,58
4819,1,0,0,1,1,0,4,0,1,27,1,0,0,0,1,2,1,3.61,3453,14451,0,62
4839,1,0,0,1,1,3,0,1,1,8,0,0,0,3,1,3,1,3.76,1750,9623,0,58
4842,1,0,0,1,1,0,1,0,1,32,0,0,0,0,1,0,0,3.31,1750,6536,1,57
4845,1,0,0,1,1,3,0,1,1,22,0,1,0,0,1,3,0,3.43,1750,6537,0,61
4853,1,0,0,1,1,2,0,1,1,28,1,0,0,3,1,3,0,3.71,2615,4815,0,65
4875,1,0,0,1,1,0,0,0,1,32,0,1,0,2,1,3,0,3.67,1750,7691,0,38
4882,1,0,0,1,1,3,4,0,1,22,1,0,0,1,1,3,0,3.5,2997,4349,1,56
4894,1,0,0,1,1,0,0,0,1,19,0,0,0,2,1,3,0,3.52,1750,7276,0,21
